"LOCATION","Country","SUBJECT","Subject","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"GRC","Greece","YPMATTL1_ST","Population mid-year estimates Males","A","Annual","2010","2010","PER","Persons","3","thousands",,,5471,,
"GRC","Greece","YPMATTL1_ST","Population mid-year estimates Males","A","Annual","2011","2011","PER","Persons","3","thousands",,,5452,,
"GRC","Greece","YPMATTL1_ST","Population mid-year estimates Males","A","Annual","2012","2012","PER","Persons","3","thousands",,,5430,"B","Break"
"GRC","Greece","YVPO01L1_ST","Population at 1 January","A","Annual","1991","1991","PER","Persons","3","thousands",,,10192.91,,
"GRC","Greece","YVPO01L1_ST","Population at 1 January","A","Annual","1992","1992","PER","Persons","3","thousands",,,10319.67,,
"GRC","Greece","YVPO01L1_ST","Population at 1 January","A","Annual","1993","1993","PER","Persons","3","thousands",,,10420.06,,
"GRC","Greece","YVPO01L1_ST","Population at 1 January","A","Annual","1994","1994","PER","Persons","3","thousands",,,10511,,
"GRC","Greece","YVPO01L1_ST","Population at 1 January","A","Annual","1995","1995","PER","Persons","3","thousands",,,10595.07,,
"GRC","Greece","YVPO01L1_ST","Population at 1 January","A","Annual","1996","1996","PER","Persons","3","thousands",,,10673.7,,
"GRC","Greece","YVPO01L1_ST","Population at 1 January","A","Annual","1997","1997","PER","Persons","3","thousands",,,10744.65,,
"GRC","Greece","YVPO01L1_ST","Population at 1 January","A","Annual","1998","1998","PER","Persons","3","thousands",,,10808.36,,
"GRC","Greece","YVPO01L1_ST","Population at 1 January","A","Annual","1999","1999","PER","Persons","3","thousands",,,10861.4,"B","Break"
"GRC","Greece","YVPO01L1_ST","Population at 1 January","A","Annual","2000","2000","PER","Persons","3","thousands",,,10903.76,,
"GRC","Greece","YVPO01L1_ST","Population at 1 January","A","Annual","2001","2001","PER","Persons","3","thousands",,,10931.21,,
"GRC","Greece","YVPO01L1_ST","Population at 1 January","A","Annual","2002","2002","PER","Persons","3","thousands",,,10968.71,,
"GRC","Greece","YVPO01L1_ST","Population at 1 January","A","Annual","2003","2003","PER","Persons","3","thousands",,,11006.38,,
"GRC","Greece","YVPO01L1_ST","Population at 1 January","A","Annual","2004","2004","PER","Persons","3","thousands",,,11041,,
"GRC","Greece","YVPO01L1_ST","Population at 1 January","A","Annual","2005","2005","PER","Persons","3","thousands",,,11083,,
"GRC","Greece","YVPO01L1_ST","Population at 1 January","A","Annual","2006","2006","PER","Persons","3","thousands",,,11125,,
"GRC","Greece","YVPO01L1_ST","Population at 1 January","A","Annual","2007","2007","PER","Persons","3","thousands",,,11172,,
"GRC","Greece","YVPO01L1_ST","Population at 1 January","A","Annual","2008","2008","PER","Persons","3","thousands",,,11214,,
"GRC","Greece","YVPO12L1_ST","Population 31st December","A","Annual","1991","1991","PER","Persons","3","thousands",,,10320,,
"GRC","Greece","YVPO12L1_ST","Population 31st December","A","Annual","1992","1992","PER","Persons","3","thousands",,,10420,,
"GRC","Greece","YVPO12L1_ST","Population 31st December","A","Annual","1993","1993","PER","Persons","3","thousands",,,10511,,
"GRC","Greece","YVPO12L1_ST","Population 31st December","A","Annual","1994","1994","PER","Persons","3","thousands",,,10595,,
"GRC","Greece","YVPO12L1_ST","Population 31st December","A","Annual","1995","1995","PER","Persons","3","thousands",,,10674,,
"GRC","Greece","YVPO12L1_ST","Population 31st December","A","Annual","1996","1996","PER","Persons","3","thousands",,,10744.65,,
"GRC","Greece","YVPO12L1_ST","Population 31st December","A","Annual","1997","1997","PER","Persons","3","thousands",,,10808.36,,
"GRC","Greece","YVPO12L1_ST","Population 31st December","A","Annual","1998","1998","PER","Persons","3","thousands",,,10861.4,,
"GRC","Greece","YVPO12L1_ST","Population 31st December","A","Annual","1999","1999","PER","Persons","3","thousands",,,10903.76,,
"GRC","Greece","YVPO12L1_ST","Population 31st December","A","Annual","2000","2000","PER","Persons","3","thousands",,,10931.21,,
"GRC","Greece","YVPO12L1_ST","Population 31st December","A","Annual","2001","2001","PER","Persons","3","thousands",,,10968.71,,
"GRC","Greece","YVPO12L1_ST","Population 31st December","A","Annual","2002","2002","PER","Persons","3","thousands",,,11006.38,,
"GRC","Greece","YVPO12L1_ST","Population 31st December","A","Annual","2003","2003","PER","Persons","3","thousands",,,11041.1,,
"GRC","Greece","YVPO12L1_ST","Population 31st December","A","Annual","2004","2004","PER","Persons","3","thousands",,,11083,,
"GRC","Greece","YVPO12L1_ST","Population 31st December","A","Annual","2005","2005","PER","Persons","3","thousands",,,11125,,
"GRC","Greece","YVPO12L1_ST","Population 31st December","A","Annual","2006","2006","PER","Persons","3","thousands",,,11172,,
"GRC","Greece","YVPO12L1_ST","Population 31st December","A","Annual","2007","2007","PER","Persons","3","thousands",,,11214,,
"GRC","Greece","YVPO12L1_ST","Population 31st December","A","Annual","2008","2008","PER","Persons","3","thousands",,,11260,,
"GRC","Greece","YVPOI1L1_ST","Total increase","A","Annual","1991","1991","PER","Persons","3","thousands",,,127.089,,
"GRC","Greece","YVPOI1L1_ST","Total increase","A","Annual","1992","1992","PER","Persons","3","thousands",,,100.328,,
"GRC","Greece","YVPOI1L1_ST","Total increase","A","Annual","1993","1993","PER","Persons","3","thousands",,,90.941,,
"GRC","Greece","YVPOI1L1_ST","Total increase","A","Annual","1994","1994","PER","Persons","3","thousands",,,84.004,,
"GRC","Greece","YVPOI1L1_ST","Total increase","A","Annual","1995","1995","PER","Persons","3","thousands",,,78.926,,
"GRC","Greece","YVPOI1L1_ST","Total increase","A","Annual","1996","1996","PER","Persons","3","thousands",,,70.953,,
"GRC","Greece","YVPOI1L1_ST","Total increase","A","Annual","1997","1997","PER","Persons","3","thousands",,,63.709,,
"GRC","Greece","YVPOI1L1_ST","Total increase","A","Annual","1998","1998","PER","Persons","3","thousands",,,53.044,,
"GRC","Greece","YVPOI1L1_ST","Total increase","A","Annual","1999","1999","PER","Persons","3","thousands",,,42.355,"B","Break"
"GRC","Greece","YVPOI1L1_ST","Total increase","A","Annual","2000","2000","PER","Persons","3","thousands",,,27.449,,
"GRC","Greece","YVPOI1L1_ST","Total increase","A","Annual","2001","2001","PER","Persons","3","thousands",,,37.502,,
"GRC","Greece","YVPOI1L1_ST","Total increase","A","Annual","2002","2002","PER","Persons","3","thousands",,,37.669,,
"GRC","Greece","YVPOI1L1_ST","Total increase","A","Annual","2003","2003","PER","Persons","3","thousands",,,34.723,,
"GRC","Greece","YVPOI1L1_ST","Total increase","A","Annual","2004","2004","PER","Persons","3","thousands",,,42,,
"GRC","Greece","YVPOI1L1_ST","Total increase","A","Annual","2005","2005","PER","Persons","3","thousands",,,42,,
"GRC","Greece","YVPOI1L1_ST","Total increase","A","Annual","2006","2006","PER","Persons","3","thousands",,,47,,
"GRC","Greece","YVPOI1L1_ST","Total increase","A","Annual","2007","2007","PER","Persons","3","thousands",,,42,,
"GRC","Greece","YVPOI1L1_ST","Total increase","A","Annual","2008","2008","PER","Persons","3","thousands",,,46,,
"GRC","Greece","YVPOBIL1_ST","Births","A","Annual","1991","1991","PER","Persons","3","thousands",,,102.62,,
"GRC","Greece","YVPOBIL1_ST","Births","A","Annual","1992","1992","PER","Persons","3","thousands",,,104.081,,
"GRC","Greece","YVPOBIL1_ST","Births","A","Annual","1993","1993","PER","Persons","3","thousands",,,101.799,,
"GRC","Greece","YVPOBIL1_ST","Births","A","Annual","1994","1994","PER","Persons","3","thousands",,,103.763,,
"GRC","Greece","YVPOBIL1_ST","Births","A","Annual","1995","1995","PER","Persons","3","thousands",,,101.495,,
"GRC","Greece","YVPOBIL1_ST","Births","A","Annual","1996","1996","PER","Persons","3","thousands",,,100.718,,
"GRC","Greece","YVPOBIL1_ST","Births","A","Annual","1997","1997","PER","Persons","3","thousands",,,102.038,,
"GRC","Greece","YVPOBIL1_ST","Births","A","Annual","1998","1998","PER","Persons","3","thousands",,,100.894,,
"GRC","Greece","YVPOBIL1_ST","Births","A","Annual","1999","1999","PER","Persons","3","thousands",,,100.643,,
"GRC","Greece","YVPOBIL1_ST","Births","A","Annual","2000","2000","PER","Persons","3","thousands",,,103.267,,
"GRC","Greece","YVPOBIL1_ST","Births","A","Annual","2001","2001","PER","Persons","3","thousands",,,102.282,,
"GRC","Greece","YVPOBIL1_ST","Births","A","Annual","2002","2002","PER","Persons","3","thousands",,,103.569,,
"GRC","Greece","YVPOBIL1_ST","Births","A","Annual","2003","2003","PER","Persons","3","thousands",,,104.2,,
"GRC","Greece","YVPOBIL1_ST","Births","A","Annual","2004","2004","PER","Persons","3","thousands",,,106,,
"GRC","Greece","YVPOBIL1_ST","Births","A","Annual","2005","2005","PER","Persons","3","thousands",,,108,,
"GRC","Greece","YVPOBIL1_ST","Births","A","Annual","2006","2006","PER","Persons","3","thousands",,,112,,
"GRC","Greece","YVPOBIL1_ST","Births","A","Annual","2007","2007","PER","Persons","3","thousands",,,112,,
"GRC","Greece","YVPOBIL1_ST","Births","A","Annual","2008","2008","PER","Persons","3","thousands",,,118,,
"GRC","Greece","YVPODEL1_ST","Deaths","A","Annual","1991","1991","PER","Persons","3","thousands",,,95.498,,
"GRC","Greece","YVPODEL1_ST","Deaths","A","Annual","1992","1992","PER","Persons","3","thousands",,,98.231,,
"GRC","Greece","YVPODEL1_ST","Deaths","A","Annual","1993","1993","PER","Persons","3","thousands",,,97.419,,
"GRC","Greece","YVPODEL1_ST","Deaths","A","Annual","1994","1994","PER","Persons","3","thousands",,,97.807,,
"GRC","Greece","YVPODEL1_ST","Deaths","A","Annual","1995","1995","PER","Persons","3","thousands",,,100.158,,
"GRC","Greece","YVPODEL1_ST","Deaths","A","Annual","1996","1996","PER","Persons","3","thousands",,,100.74,,
"GRC","Greece","YVPODEL1_ST","Deaths","A","Annual","1997","1997","PER","Persons","3","thousands",,,99.738,,
"GRC","Greece","YVPODEL1_ST","Deaths","A","Annual","1998","1998","PER","Persons","3","thousands",,,102.668,,
"GRC","Greece","YVPODEL1_ST","Deaths","A","Annual","1999","1999","PER","Persons","3","thousands",,,103.304,,
"GRC","Greece","YVPODEL1_ST","Deaths","A","Annual","2000","2000","PER","Persons","3","thousands",,,105.219,,
"GRC","Greece","YVPODEL1_ST","Deaths","A","Annual","2001","2001","PER","Persons","3","thousands",,,102.559,,
"GRC","Greece","YVPODEL1_ST","Deaths","A","Annual","2002","2002","PER","Persons","3","thousands",,,103.915,,
"GRC","Greece","YVPODEL1_ST","Deaths","A","Annual","2003","2003","PER","Persons","3","thousands",,,106,,
"GRC","Greece","YVPODEL1_ST","Deaths","A","Annual","2004","2004","PER","Persons","3","thousands",,,105,,
"GRC","Greece","YVPODEL1_ST","Deaths","A","Annual","2005","2005","PER","Persons","3","thousands",,,105,,
"GRC","Greece","YVPODEL1_ST","Deaths","A","Annual","2006","2006","PER","Persons","3","thousands",,,105,,
"GRC","Greece","YVPODEL1_ST","Deaths","A","Annual","2007","2007","PER","Persons","3","thousands",,,110,,
"GRC","Greece","YVPODEL1_ST","Deaths","A","Annual","2008","2008","PER","Persons","3","thousands",,,108,,
"GRC","Greece","YVPOI2L1_ST","Natural increase","A","Annual","1991","1991","PER","Persons","3","thousands",,,7.122,,
"GRC","Greece","YVPOI2L1_ST","Natural increase","A","Annual","1992","1992","PER","Persons","3","thousands",,,5.85,,
"GRC","Greece","YVPOI2L1_ST","Natural increase","A","Annual","1993","1993","PER","Persons","3","thousands",,,4.38,,
"GRC","Greece","YVPOI2L1_ST","Natural increase","A","Annual","1994","1994","PER","Persons","3","thousands",,,5.956,,
"GRC","Greece","YVPOI2L1_ST","Natural increase","A","Annual","1995","1995","PER","Persons","3","thousands",,,1.337,,
"GRC","Greece","YVPOI2L1_ST","Natural increase","A","Annual","1996","1996","PER","Persons","3","thousands",,,-0.022,,
"GRC","Greece","YVPOI2L1_ST","Natural increase","A","Annual","1997","1997","PER","Persons","3","thousands",,,2.3,,
"GRC","Greece","YVPOI2L1_ST","Natural increase","A","Annual","1998","1998","PER","Persons","3","thousands",,,-1.774,,
"GRC","Greece","YVPOI2L1_ST","Natural increase","A","Annual","1999","1999","PER","Persons","3","thousands",,,-2.661,,
"GRC","Greece","YVPOI2L1_ST","Natural increase","A","Annual","2000","2000","PER","Persons","3","thousands",,,-1.952,,
"GRC","Greece","YVPOI2L1_ST","Natural increase","A","Annual","2001","2001","PER","Persons","3","thousands",,,-0.277,,
"GRC","Greece","YVPOI2L1_ST","Natural increase","A","Annual","2002","2002","PER","Persons","3","thousands",,,-0.346,,
"GRC","Greece","YVPOI2L1_ST","Natural increase","A","Annual","2003","2003","PER","Persons","3","thousands",,,-1.8,,
"GRC","Greece","YVPOI2L1_ST","Natural increase","A","Annual","2004","2004","PER","Persons","3","thousands",,,1,,
"GRC","Greece","YVPOI2L1_ST","Natural increase","A","Annual","2005","2005","PER","Persons","3","thousands",,,3,,
"GRC","Greece","YVPOI2L1_ST","Natural increase","A","Annual","2006","2006","PER","Persons","3","thousands",,,7,,
"GRC","Greece","YVPOI2L1_ST","Natural increase","A","Annual","2007","2007","PER","Persons","3","thousands",,,2,,
"GRC","Greece","YVPOI2L1_ST","Natural increase","A","Annual","2008","2008","PER","Persons","3","thousands",,,10,,
"GRC","Greece","YVPOMIL1_ST","Net migration","A","Annual","1991","1991",,,"0","units",,,120,,
"GRC","Greece","YVPOMIL1_ST","Net migration","A","Annual","1992","1992",,,"0","units",,,94,,
"GRC","Greece","YVPOMIL1_ST","Net migration","A","Annual","1993","1993",,,"0","units",,,87,,
"GRC","Greece","YVPOMIL1_ST","Net migration","A","Annual","1994","1994",,,"0","units",,,78,,
"GRC","Greece","YVPOMIL1_ST","Net migration","A","Annual","1995","1995",,,"0","units",,,78,,
"GRC","Greece","YVPOMIL1_ST","Net migration","A","Annual","1996","1996",,,"0","units",,,71,,
"GRC","Greece","YVPOMIL1_ST","Net migration","A","Annual","1997","1997",,,"0","units",,,61,,
"GRC","Greece","YVPOMIL1_ST","Net migration","A","Annual","1998","1998",,,"0","units",,,55,,
"GRC","Greece","YVPOMIL1_ST","Net migration","A","Annual","1999","1999",,,"0","units",,,45,,
"GRC","Greece","YVPOMIL1_ST","Net migration","A","Annual","2000","2000",,,"0","units",,,29,,
"GRC","Greece","YVPOMIL1_ST","Net migration","A","Annual","2001","2001",,,"0","units",,,38,,
"GRC","Greece","YVPOMIL1_ST","Net migration","A","Annual","2002","2002",,,"0","units",,,38,,
"GRC","Greece","YVPOMIL1_ST","Net migration","A","Annual","2003","2003",,,"0","units",,,36,,
"GRC","Greece","YVPOMIL1_ST","Net migration","A","Annual","2004","2004",,,"0","units",,,41,,
"GRC","Greece","YVPOMIL1_ST","Net migration","A","Annual","2005","2005",,,"0","units",,,39,,
"GRC","Greece","YVPOMIL1_ST","Net migration","A","Annual","2006","2006",,,"0","units",,,40,,
"GRC","Greece","YVPOMIL1_ST","Net migration","A","Annual","2007","2007",,,"0","units",,,40,,
"GRC","Greece","YVPOMIL1_ST","Net migration","A","Annual","2008","2008",,,"0","units",,,36,,
"GRC","Greece","YVPOSAL1_ST","Statistical adjustments","A","Annual","1991","1991","PER","Persons","3","thousands",,,0,,
"GRC","Greece","YVPOSAL1_ST","Statistical adjustments","A","Annual","1992","1992","PER","Persons","3","thousands",,,0,,
"GRC","Greece","YVPOSAL1_ST","Statistical adjustments","A","Annual","1993","1993","PER","Persons","3","thousands",,,0,,
"GRC","Greece","YVPOSAL1_ST","Statistical adjustments","A","Annual","1994","1994","PER","Persons","3","thousands",,,0,,
"GRC","Greece","YVPOSAL1_ST","Statistical adjustments","A","Annual","1995","1995","PER","Persons","3","thousands",,,0,,
"GRC","Greece","YVPOSAL1_ST","Statistical adjustments","A","Annual","1996","1996","PER","Persons","3","thousands",,,0,,
"GRC","Greece","YVPOSAL1_ST","Statistical adjustments","A","Annual","1997","1997","PER","Persons","3","thousands",,,0,,
"GRC","Greece","YVPOSAL1_ST","Statistical adjustments","A","Annual","1998","1998","PER","Persons","3","thousands",,,0,,
"GRC","Greece","YVPOSAL1_ST","Statistical adjustments","A","Annual","1999","1999","PER","Persons","3","thousands",,,0,,
"GRC","Greece","YVPOSAL1_ST","Statistical adjustments","A","Annual","2000","2000","PER","Persons","3","thousands",,,0,,
"GRC","Greece","YVPOSAL1_ST","Statistical adjustments","A","Annual","2001","2001","PER","Persons","3","thousands",,,0,,
"GRC","Greece","YVPOSAL1_ST","Statistical adjustments","A","Annual","2002","2002","PER","Persons","3","thousands",,,0,,
"GRC","Greece","YVPOSAL1_ST","Statistical adjustments","A","Annual","2003","2003","PER","Persons","3","thousands",,,0,,
"GRC","Greece","YVPOSAL1_ST","Statistical adjustments","A","Annual","2004","2004","PER","Persons","3","thousands",,,0,,
"GRC","Greece","YVPOSAL1_ST","Statistical adjustments","A","Annual","2005","2005","PER","Persons","3","thousands",,,0,,
"GRC","Greece","YVPOSAL1_ST","Statistical adjustments","A","Annual","2006","2006","PER","Persons","3","thousands",,,0,,
"GRC","Greece","YVPOSAL1_ST","Statistical adjustments","A","Annual","2007","2007","PER","Persons","3","thousands",,,0,,
"GRC","Greece","YVPOSAL1_ST","Statistical adjustments","A","Annual","2008","2008","PER","Persons","3","thousands",,,0,,
"GRC","Greece","YVPOI3R1_ST","Total increase rate","A","Annual","1991","1991","_1000","Per thousand","0","units",,,12.39434,,
"GRC","Greece","YVPOI3R1_ST","Total increase rate","A","Annual","1992","1992","_1000","Per thousand","0","units",,,9.628889,,
"GRC","Greece","YVPOI3R1_ST","Total increase rate","A","Annual","1993","1993","_1000","Per thousand","0","units",,,8.731522,,
"GRC","Greece","YVPOI3R1_ST","Total increase rate","A","Annual","1994","1994","_1000","Per thousand","0","units",,,7.955654,,
"GRC","Greece","YVPOI3R1_ST","Total increase rate","A","Annual","1995","1995","_1000","Per thousand","0","units",,,7.460315,,
"GRC","Greece","YVPOI3R1_ST","Total increase rate","A","Annual","1996","1996","_1000","Per thousand","0","units",,,6.627776,,
"GRC","Greece","YVPOI3R1_ST","Total increase rate","A","Annual","1997","1997","_1000","Per thousand","0","units",,,5.87389,,
"GRC","Greece","YVPOI3R1_ST","Total increase rate","A","Annual","1998","1998","_1000","Per thousand","0","units",,,4.912468,,
"GRC","Greece","YVPOI3R1_ST","Total increase rate","A","Annual","1999","1999","_1000","Per thousand","0","units",,,3.89053,"B","Break"
"GRC","Greece","YVPOI3R1_ST","Total increase rate","A","Annual","2000","2000","_1000","Per thousand","0","units",,,2.477494,,
"GRC","Greece","YVPOI3R1_ST","Total increase rate","A","Annual","2001","2001","_1000","Per thousand","0","units",,,3.445036,,
"GRC","Greece","YVPOI3R1_ST","Total increase rate","A","Annual","2002","2002","_1000","Per thousand","0","units",,,3.426972,,
"GRC","Greece","YVPOI3R1_ST","Total increase rate","A","Annual","2003","2003","_1000","Per thousand","0","units",,,3.102396,,
"GRC","Greece","YVPOI3R1_ST","Total increase rate","A","Annual","2004","2004","_1000","Per thousand","0","units",,,3.796782,,
"GRC","Greece","YVPOI3R1_ST","Total increase rate","A","Annual","2005","2005","_1000","Per thousand","0","units",,,3.782421,,
"GRC","Greece","YVPOI3R1_ST","Total increase rate","A","Annual","2006","2006","_1000","Per thousand","0","units",,,4.215814,,
"GRC","Greece","YVPOI3R1_ST","Total increase rate","A","Annual","2007","2007","_1000","Per thousand","0","units",,,3.752345,,
"GRC","Greece","YVPOI3R1_ST","Total increase rate","A","Annual","2008","2008","_1000","Per thousand","0","units",,,4.093619,,
"GRC","Greece","YVPOBIR1_ST","Crude birth rate","A","Annual","1991","1991","_1000","Per thousand","0","units",,,10.00541,,
"GRC","Greece","YVPOBIR1_ST","Crude birth rate","A","Annual","1992","1992","_1000","Per thousand","0","units",,,10.0369,,
"GRC","Greece","YVPOBIR1_ST","Crude birth rate","A","Annual","1993","1993","_1000","Per thousand","0","units",,,9.727076,,
"GRC","Greece","YVPOBIR1_ST","Crude birth rate","A","Annual","1994","1994","_1000","Per thousand","0","units",,,9.832561,,
"GRC","Greece","YVPOBIR1_ST","Crude birth rate","A","Annual","1995","1995","_1000","Per thousand","0","units",,,9.543904,,
"GRC","Greece","YVPOBIR1_ST","Crude birth rate","A","Annual","1996","1996","_1000","Per thousand","0","units",,,9.404835,,
"GRC","Greece","YVPOBIR1_ST","Crude birth rate","A","Annual","1997","1997","_1000","Per thousand","0","units",,,9.468563,,
"GRC","Greece","YVPOBIR1_ST","Crude birth rate","A","Annual","1998","1998","_1000","Per thousand","0","units",,,9.311963,,
"GRC","Greece","YVPOBIR1_ST","Crude birth rate","A","Annual","1999","1999","_1000","Per thousand","0","units",,,9.248083,"B","Break"
"GRC","Greece","YVPOBIR1_ST","Crude birth rate","A","Annual","2000","2000","_1000","Per thousand","0","units",,,9.458866,,
"GRC","Greece","YVPOBIR1_ST","Crude birth rate","A","Annual","2001","2001","_1000","Per thousand","0","units",,,9.340858,,
"GRC","Greece","YVPOBIR1_ST","Crude birth rate","A","Annual","2002","2002","_1000","Per thousand","0","units",,,9.426039,,
"GRC","Greece","YVPOBIR1_ST","Crude birth rate","A","Annual","2003","2003","_1000","Per thousand","0","units",,,9.452329,,
"GRC","Greece","YVPOBIR1_ST","Crude birth rate","A","Annual","2004","2004","_1000","Per thousand","0","units",,,9.582354,,
"GRC","Greece","YVPOBIR1_ST","Crude birth rate","A","Annual","2005","2005","_1000","Per thousand","0","units",,,9.726225,,
"GRC","Greece","YVPOBIR1_ST","Crude birth rate","A","Annual","2006","2006","_1000","Per thousand","0","units",,,10.0462,,
"GRC","Greece","YVPOBIR1_ST","Crude birth rate","A","Annual","2007","2007","_1000","Per thousand","0","units",,,10.00625,,
"GRC","Greece","YVPOBIR1_ST","Crude birth rate","A","Annual","2008","2008","_1000","Per thousand","0","units",,,10.50102,,
"GRC","Greece","YVPODER1_ST","Crude death rate","A","Annual","1991","1991","_1000","Per thousand","0","units",,,9.311014,,
"GRC","Greece","YVPODER1_ST","Crude death rate","A","Annual","1992","1992","_1000","Per thousand","0","units",,,9.472763,,
"GRC","Greece","YVPODER1_ST","Crude death rate","A","Annual","1993","1993","_1000","Per thousand","0","units",,,9.308559,,
"GRC","Greece","YVPODER1_ST","Crude death rate","A","Annual","1994","1994","_1000","Per thousand","0","units",,,9.268172,,
"GRC","Greece","YVPODER1_ST","Crude death rate","A","Annual","1995","1995","_1000","Per thousand","0","units",,,9.418181,,
"GRC","Greece","YVPODER1_ST","Crude death rate","A","Annual","1996","1996","_1000","Per thousand","0","units",,,9.406889,,
"GRC","Greece","YVPODER1_ST","Crude death rate","A","Annual","1997","1997","_1000","Per thousand","0","units",,,9.255136,,
"GRC","Greece","YVPODER1_ST","Crude death rate","A","Annual","1998","1998","_1000","Per thousand","0","units",,,9.475694,,
"GRC","Greece","YVPODER1_ST","Crude death rate","A","Annual","1999","1999","_1000","Per thousand","0","units",,,9.492602,"B","Break"
"GRC","Greece","YVPODER1_ST","Crude death rate","A","Annual","2000","2000","_1000","Per thousand","0","units",,,9.637662,,
"GRC","Greece","YVPODER1_ST","Crude death rate","A","Annual","2001","2001","_1000","Per thousand","0","units",,,9.366156,,
"GRC","Greece","YVPODER1_ST","Crude death rate","A","Annual","2002","2002","_1000","Per thousand","0","units",,,9.457529,,
"GRC","Greece","YVPODER1_ST","Crude death rate","A","Annual","2003","2003","_1000","Per thousand","0","units",,,9.615613,,
"GRC","Greece","YVPODER1_ST","Crude death rate","A","Annual","2004","2004","_1000","Per thousand","0","units",,,9.491955,,
"GRC","Greece","YVPODER1_ST","Crude death rate","A","Annual","2005","2005","_1000","Per thousand","0","units",,,9.456052,,
"GRC","Greece","YVPODER1_ST","Crude death rate","A","Annual","2006","2006","_1000","Per thousand","0","units",,,9.418307,,
"GRC","Greece","YVPODER1_ST","Crude death rate","A","Annual","2007","2007","_1000","Per thousand","0","units",,,9.827571,,
"GRC","Greece","YVPODER1_ST","Crude death rate","A","Annual","2008","2008","_1000","Per thousand","0","units",,,9.611106,,
"GRC","Greece","YVPOI2R1_ST","Natural increase rate","A","Annual","1991","1991","_1000","Per thousand","0","units",,,0.694392,,
"GRC","Greece","YVPOI2R1_ST","Natural increase rate","A","Annual","1992","1992","_1000","Per thousand","0","units",,,0.5641362,,
"GRC","Greece","YVPOI2R1_ST","Natural increase rate","A","Annual","1993","1993","_1000","Per thousand","0","units",,,0.4185168,,
"GRC","Greece","YVPOI2R1_ST","Natural increase rate","A","Annual","1994","1994","_1000","Per thousand","0","units",,,0.5643894,,
"GRC","Greece","YVPOI2R1_ST","Natural increase rate","A","Annual","1995","1995","_1000","Per thousand","0","units",,,0.1257225,,
"GRC","Greece","YVPOI2R1_ST","Natural increase rate","A","Annual","1996","1996","_1000","Per thousand","0","units",,,-0.002054314,,
"GRC","Greece","YVPOI2R1_ST","Natural increase rate","A","Annual","1997","1997","_1000","Per thousand","0","units",,,0.2134273,,
"GRC","Greece","YVPOI2R1_ST","Natural increase rate","A","Annual","1998","1998","_1000","Per thousand","0","units",,,-0.1637305,,
"GRC","Greece","YVPOI2R1_ST","Natural increase rate","A","Annual","1999","1999","_1000","Per thousand","0","units",,,-0.2445192,"B","Break"
"GRC","Greece","YVPOI2R1_ST","Natural increase rate","A","Annual","2000","2000","_1000","Per thousand","0","units",,,-0.1787958,,
"GRC","Greece","YVPOI2R1_ST","Natural increase rate","A","Annual","2001","2001","_1000","Per thousand","0","units",,,-0.0252969,,
"GRC","Greece","YVPOI2R1_ST","Natural increase rate","A","Annual","2002","2002","_1000","Per thousand","0","units",,,-0.03149021,,
"GRC","Greece","YVPOI2R1_ST","Natural increase rate","A","Annual","2003","2003","_1000","Per thousand","0","units",,,-0.163284,,
"GRC","Greece","YVPOI2R1_ST","Natural increase rate","A","Annual","2004","2004","_1000","Per thousand","0","units",,,0.09039956,,
"GRC","Greece","YVPOI2R1_ST","Natural increase rate","A","Annual","2005","2005","_1000","Per thousand","0","units",,,0.2701729,,
"GRC","Greece","YVPOI2R1_ST","Natural increase rate","A","Annual","2006","2006","_1000","Per thousand","0","units",,,0.6278872,,
"GRC","Greece","YVPOI2R1_ST","Natural increase rate","A","Annual","2007","2007","_1000","Per thousand","0","units",,,0.1786831,,
"GRC","Greece","YVPOI2R1_ST","Natural increase rate","A","Annual","2008","2008","_1000","Per thousand","0","units",,,0.8899173,,
"GRC","Greece","YVPOMIR1_ST","Net migration rate","A","Annual","1991","1991","_1000","Per thousand","0","units",,,11.69995,,
"GRC","Greece","YVPOMIR1_ST","Net migration rate","A","Annual","1992","1992","_1000","Per thousand","0","units",,,9.064753,,
"GRC","Greece","YVPOMIR1_ST","Net migration rate","A","Annual","1993","1993","_1000","Per thousand","0","units",,,8.313005,,
"GRC","Greece","YVPOMIR1_ST","Net migration rate","A","Annual","1994","1994","_1000","Per thousand","0","units",,,7.391264,,
"GRC","Greece","YVPOMIR1_ST","Net migration rate","A","Annual","1995","1995","_1000","Per thousand","0","units",,,7.334593,,
"GRC","Greece","YVPOMIR1_ST","Net migration rate","A","Annual","1996","1996","_1000","Per thousand","0","units",,,6.629831,,
"GRC","Greece","YVPOMIR1_ST","Net migration rate","A","Annual","1997","1997","_1000","Per thousand","0","units",,,5.660463,,
"GRC","Greece","YVPOMIR1_ST","Net migration rate","A","Annual","1998","1998","_1000","Per thousand","0","units",,,5.076199,,
"GRC","Greece","YVPOMIR1_ST","Net migration rate","A","Annual","1999","1999","_1000","Per thousand","0","units",,,4.135049,"B","Break"
"GRC","Greece","YVPOMIR1_ST","Net migration rate","A","Annual","2000","2000","_1000","Per thousand","0","units",,,2.65629,,
"GRC","Greece","YVPOMIR1_ST","Net migration rate","A","Annual","2001","2001","_1000","Per thousand","0","units",,,3.470333,,
