"SUBJECT","Subject","LOCATION","Country","MEASURE","Measure","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","OECD","OECD - Total","ST","Level, ratio or index","Q","Quarterly","2011-Q1","Q1-2011","PC","Percentage","0","units",,,7.9595381139085,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","OECD","OECD - Total","ST","Level, ratio or index","Q","Quarterly","2011-Q2","Q2-2011","PC","Percentage","0","units",,,7.92944675212122,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","OECD","OECD - Total","ST","Level, ratio or index","Q","Quarterly","2011-Q3","Q3-2011","PC","Percentage","0","units",,,7.94989893551671,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","OECD","OECD - Total","ST","Level, ratio or index","Q","Quarterly","2011-Q4","Q4-2011","PC","Percentage","0","units",,,7.92570025017665,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","OECD","OECD - Total","ST","Level, ratio or index","Q","Quarterly","2012-Q1","Q1-2012","PC","Percentage","0","units",,,7.91825864668005,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","OECD","OECD - Total","ST","Level, ratio or index","Q","Quarterly","2012-Q2","Q2-2012","PC","Percentage","0","units",,,7.93265181199747,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","OECD","OECD - Total","ST","Level, ratio or index","Q","Quarterly","2012-Q3","Q3-2012","PC","Percentage","0","units",,,7.92825039761131,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","OECD","OECD - Total","ST","Level, ratio or index","Q","Quarterly","2012-Q4","Q4-2012","PC","Percentage","0","units",,,7.99085674350253,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","OECD","OECD - Total","ST","Level, ratio or index","Q","Quarterly","2013-Q1","Q1-2013","PC","Percentage","0","units",,,8.04798267252227,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","OECD","OECD - Total","ST","Level, ratio or index","Q","Quarterly","2013-Q2","Q2-2013","PC","Percentage","0","units",,,7.96269877302038,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","OECD","OECD - Total","ST","Level, ratio or index","Q","Quarterly","2013-Q3","Q3-2013","PC","Percentage","0","units",,,7.85490210094771,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","OECD","OECD - Total","ST","Level, ratio or index","Q","Quarterly","2013-Q4","Q4-2013","PC","Percentage","0","units",,,7.67009956049364,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","OECD","OECD - Total","ST","Level, ratio or index","Q","Quarterly","2014-Q1","Q1-2014","PC","Percentage","0","units",,,7.57087830298769,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","OECD","OECD - Total","ST","Level, ratio or index","Q","Quarterly","2014-Q2","Q2-2014","PC","Percentage","0","units",,,7.36951070225756,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","OECD","OECD - Total","ST","Level, ratio or index","Q","Quarterly","2014-Q3","Q3-2014","PC","Percentage","0","units",,,7.32588560219742,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","OECD","OECD - Total","ST","Level, ratio or index","Q","Quarterly","2014-Q4","Q4-2014","PC","Percentage","0","units",,,7.12993338371046,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","OECD","OECD - Total","ST","Level, ratio or index","Q","Quarterly","2015-Q1","Q1-2015","PC","Percentage","0","units",,,6.96571991167844,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","OECD","OECD - Total","ST","Level, ratio or index","Q","Quarterly","2015-Q2","Q2-2015","PC","Percentage","0","units",,,6.85849061082117,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","OECD","OECD - Total","ST","Level, ratio or index","Q","Quarterly","2015-Q3","Q3-2015","PC","Percentage","0","units",,,6.70271530477128,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","OECD","OECD - Total","ST","Level, ratio or index","Q","Quarterly","2015-Q4","Q4-2015","PC","Percentage","0","units",,,6.5614658087964,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","G-7","G7","ST","Level, ratio or index","Q","Quarterly","1991-Q1","Q1-1991","PC","Percentage","0","units",,,6.13048047745001,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","G-7","G7","ST","Level, ratio or index","Q","Quarterly","1991-Q2","Q2-1991","PC","Percentage","0","units",,,6.31589231662813,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","G-7","G7","ST","Level, ratio or index","Q","Quarterly","1991-Q3","Q3-1991","PC","Percentage","0","units",,,6.42626549879881,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","G-7","G7","ST","Level, ratio or index","Q","Quarterly","1991-Q4","Q4-1991","PC","Percentage","0","units",,,6.5870039113915,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","G-7","G7","ST","Level, ratio or index","Q","Quarterly","1992-Q1","Q1-1992","PC","Percentage","0","units",,,6.77559953465565,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","G-7","G7","ST","Level, ratio or index","Q","Quarterly","1992-Q2","Q2-1992","PC","Percentage","0","units",,,6.9680533740156,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","G-7","G7","ST","Level, ratio or index","Q","Quarterly","1992-Q3","Q3-1992","PC","Percentage","0","units",,,7.12346869522701,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","G-7","G7","ST","Level, ratio or index","Q","Quarterly","1992-Q4","Q4-1992","PC","Percentage","0","units",,,7.14131925073179,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","G-7","G7","ST","Level, ratio or index","Q","Quarterly","1993-Q1","Q1-1993","PC","Percentage","0","units",,,7.12018274621209,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","G-7","G7","ST","Level, ratio or index","Q","Quarterly","1993-Q2","Q2-1993","PC","Percentage","0","units",,,7.21835819642728,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","G-7","G7","ST","Level, ratio or index","Q","Quarterly","1993-Q3","Q3-1993","PC","Percentage","0","units",,,7.1833655241397,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","G-7","G7","ST","Level, ratio or index","Q","Quarterly","1993-Q4","Q4-1993","PC","Percentage","0","units",,,7.23421621666485,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","G-7","G7","ST","Level, ratio or index","Q","Quarterly","1994-Q1","Q1-1994","PC","Percentage","0","units",,,7.23821874985439,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","G-7","G7","ST","Level, ratio or index","Q","Quarterly","1994-Q2","Q2-1994","PC","Percentage","0","units",,,7.04240455673672,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","G-7","G7","ST","Level, ratio or index","Q","Quarterly","1994-Q3","Q3-1994","PC","Percentage","0","units",,,6.92075316511061,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","G-7","G7","ST","Level, ratio or index","Q","Quarterly","1994-Q4","Q4-1994","PC","Percentage","0","units",,,6.71950636604091,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","G-7","G7","ST","Level, ratio or index","Q","Quarterly","1995-Q1","Q1-1995","PC","Percentage","0","units",,,6.64098358707744,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","G-7","G7","ST","Level, ratio or index","Q","Quarterly","1995-Q2","Q2-1995","PC","Percentage","0","units",,,6.70414970698662,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","G-7","G7","ST","Level, ratio or index","Q","Quarterly","1995-Q3","Q3-1995","PC","Percentage","0","units",,,6.74819243031906,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","G-7","G7","ST","Level, ratio or index","Q","Quarterly","1995-Q4","Q4-1995","PC","Percentage","0","units",,,6.7521147110087,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","G-7","G7","ST","Level, ratio or index","Q","Quarterly","1996-Q1","Q1-1996","PC","Percentage","0","units",,,6.76206284506342,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","G-7","G7","ST","Level, ratio or index","Q","Quarterly","1996-Q2","Q2-1996","PC","Percentage","0","units",,,6.77693835831475,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","G-7","G7","ST","Level, ratio or index","Q","Quarterly","1996-Q3","Q3-1996","PC","Percentage","0","units",,,6.68577595873347,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","G-7","G7","ST","Level, ratio or index","Q","Quarterly","1996-Q4","Q4-1996","PC","Percentage","0","units",,,6.7349904429976,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","G-7","G7","ST","Level, ratio or index","Q","Quarterly","1997-Q1","Q1-1997","PC","Percentage","0","units",,,6.67380981068102,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","G-7","G7","ST","Level, ratio or index","Q","Quarterly","1997-Q2","Q2-1997","PC","Percentage","0","units",,,6.56997802009414,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","G-7","G7","ST","Level, ratio or index","Q","Quarterly","1997-Q3","Q3-1997","PC","Percentage","0","units",,,6.45839316236862,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","G-7","G7","ST","Level, ratio or index","Q","Quarterly","1997-Q4","Q4-1997","PC","Percentage","0","units",,,6.38249618495417,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","G-7","G7","ST","Level, ratio or index","Q","Quarterly","1998-Q1","Q1-1998","PC","Percentage","0","units",,,6.35267524732109,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","G-7","G7","ST","Level, ratio or index","Q","Quarterly","1998-Q2","Q2-1998","PC","Percentage","0","units",,,6.33686237050417,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","G-7","G7","ST","Level, ratio or index","Q","Quarterly","1998-Q3","Q3-1998","PC","Percentage","0","units",,,6.37490344033799,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","G-7","G7","ST","Level, ratio or index","Q","Quarterly","1998-Q4","Q4-1998","PC","Percentage","0","units",,,6.33337821224265,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","G-7","G7","ST","Level, ratio or index","Q","Quarterly","1999-Q1","Q1-1999","PC","Percentage","0","units",,,6.25312895800659,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","G-7","G7","ST","Level, ratio or index","Q","Quarterly","1999-Q2","Q2-1999","PC","Percentage","0","units",,,6.1972478328705,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","G-7","G7","ST","Level, ratio or index","Q","Quarterly","1999-Q3","Q3-1999","PC","Percentage","0","units",,,6.10185419938553,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","G-7","G7","ST","Level, ratio or index","Q","Quarterly","1999-Q4","Q4-1999","PC","Percentage","0","units",,,5.9109409670537,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","G-7","G7","ST","Level, ratio or index","Q","Quarterly","2000-Q1","Q1-2000","PC","Percentage","0","units",,,5.84750349100817,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","G-7","G7","ST","Level, ratio or index","Q","Quarterly","2000-Q2","Q2-2000","PC","Percentage","0","units",,,5.68605445397104,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","G-7","G7","ST","Level, ratio or index","Q","Quarterly","2000-Q3","Q3-2000","PC","Percentage","0","units",,,5.63918089217592,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","G-7","G7","ST","Level, ratio or index","Q","Quarterly","2000-Q4","Q4-2000","PC","Percentage","0","units",,,5.53159534235325,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","G-7","G7","ST","Level, ratio or index","Q","Quarterly","2001-Q1","Q1-2001","PC","Percentage","0","units",,,5.61273941542016,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","G-7","G7","ST","Level, ratio or index","Q","Quarterly","2001-Q2","Q2-2001","PC","Percentage","0","units",,,5.70378314256027,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","G-7","G7","ST","Level, ratio or index","Q","Quarterly","2001-Q3","Q3-2001","PC","Percentage","0","units",,,5.93983432575585,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","G-7","G7","ST","Level, ratio or index","Q","Quarterly","2001-Q4","Q4-2001","PC","Percentage","0","units",,,6.3250291307657,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","G-7","G7","ST","Level, ratio or index","Q","Quarterly","2002-Q1","Q1-2002","PC","Percentage","0","units",,,6.39059279939601,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","G-7","G7","ST","Level, ratio or index","Q","Quarterly","2002-Q2","Q2-2002","PC","Percentage","0","units",,,6.495939181012,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","G-7","G7","ST","Level, ratio or index","Q","Quarterly","2002-Q3","Q3-2002","PC","Percentage","0","units",,,6.46983635981802,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","G-7","G7","ST","Level, ratio or index","Q","Quarterly","2002-Q4","Q4-2002","PC","Percentage","0","units",,,6.52591048986928,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","G-7","G7","ST","Level, ratio or index","Q","Quarterly","2003-Q1","Q1-2003","PC","Percentage","0","units",,,6.58011366613105,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","G-7","G7","ST","Level, ratio or index","Q","Quarterly","2003-Q2","Q2-2003","PC","Percentage","0","units",,,6.72484821582248,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","G-7","G7","ST","Level, ratio or index","Q","Quarterly","2003-Q3","Q3-2003","PC","Percentage","0","units",,,6.65946899698837,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","G-7","G7","ST","Level, ratio or index","Q","Quarterly","2003-Q4","Q4-2003","PC","Percentage","0","units",,,6.51518293989564,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","G-7","G7","ST","Level, ratio or index","Q","Quarterly","2004-Q1","Q1-2004","PC","Percentage","0","units",,,6.44363189525584,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","G-7","G7","ST","Level, ratio or index","Q","Quarterly","2004-Q2","Q2-2004","PC","Percentage","0","units",,,6.37436589414394,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","G-7","G7","ST","Level, ratio or index","Q","Quarterly","2004-Q3","Q3-2004","PC","Percentage","0","units",,,6.29476879027276,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","G-7","G7","ST","Level, ratio or index","Q","Quarterly","2004-Q4","Q4-2004","PC","Percentage","0","units",,,6.28776413229518,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","G-7","G7","ST","Level, ratio or index","Q","Quarterly","2005-Q1","Q1-2005","PC","Percentage","0","units",,,6.2319995970741,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","G-7","G7","ST","Level, ratio or index","Q","Quarterly","2005-Q2","Q2-2005","PC","Percentage","0","units",,,6.17777396364044,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","G-7","G7","ST","Level, ratio or index","Q","Quarterly","2005-Q3","Q3-2005","PC","Percentage","0","units",,,6.0982662796226,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","G-7","G7","ST","Level, ratio or index","Q","Quarterly","2005-Q4","Q4-2005","PC","Percentage","0","units",,,6.11374216763462,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","G-7","G7","ST","Level, ratio or index","Q","Quarterly","2006-Q1","Q1-2006","PC","Percentage","0","units",,,5.92295712392014,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","G-7","G7","ST","Level, ratio or index","Q","Quarterly","2006-Q2","Q2-2006","PC","Percentage","0","units",,,5.80667618036974,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","G-7","G7","ST","Level, ratio or index","Q","Quarterly","2006-Q3","Q3-2006","PC","Percentage","0","units",,,5.75103647403528,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","G-7","G7","ST","Level, ratio or index","Q","Quarterly","2006-Q4","Q4-2006","PC","Percentage","0","units",,,5.55875520410623,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","G-7","G7","ST","Level, ratio or index","Q","Quarterly","2007-Q1","Q1-2007","PC","Percentage","0","units",,,5.50639383321249,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","G-7","G7","ST","Level, ratio or index","Q","Quarterly","2007-Q2","Q2-2007","PC","Percentage","0","units",,,5.35024410112217,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","G-7","G7","ST","Level, ratio or index","Q","Quarterly","2007-Q3","Q3-2007","PC","Percentage","0","units",,,5.39513919391664,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","G-7","G7","ST","Level, ratio or index","Q","Quarterly","2007-Q4","Q4-2007","PC","Percentage","0","units",,,5.38871805954763,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","G-7","G7","ST","Level, ratio or index","Q","Quarterly","2008-Q1","Q1-2008","PC","Percentage","0","units",,,5.44025459672347,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","G-7","G7","ST","Level, ratio or index","Q","Quarterly","2008-Q2","Q2-2008","PC","Percentage","0","units",,,5.6009985671059,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","G-7","G7","ST","Level, ratio or index","Q","Quarterly","2008-Q3","Q3-2008","PC","Percentage","0","units",,,5.92145414483563,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","G-7","G7","ST","Level, ratio or index","Q","Quarterly","2008-Q4","Q4-2008","PC","Percentage","0","units",,,6.38320053171516,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","G-7","G7","ST","Level, ratio or index","Q","Quarterly","2009-Q1","Q1-2009","PC","Percentage","0","units",,,7.34372761898819,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","G-7","G7","ST","Level, ratio or index","Q","Quarterly","2009-Q2","Q2-2009","PC","Percentage","0","units",,,8.03627164114218,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","G-7","G7","ST","Level, ratio or index","Q","Quarterly","2009-Q3","Q3-2009","PC","Percentage","0","units",,,8.28303302691066,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","G-7","G7","ST","Level, ratio or index","Q","Quarterly","2009-Q4","Q4-2009","PC","Percentage","0","units",,,8.37583425305895,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","G-7","G7","ST","Level, ratio or index","Q","Quarterly","2010-Q1","Q1-2010","PC","Percentage","0","units",,,8.30828930817619,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","G-7","G7","ST","Level, ratio or index","Q","Quarterly","2010-Q2","Q2-2010","PC","Percentage","0","units",,,8.17930107030302,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","G-7","G7","ST","Level, ratio or index","Q","Quarterly","2010-Q3","Q3-2010","PC","Percentage","0","units",,,8.02852271386841,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","G-7","G7","ST","Level, ratio or index","Q","Quarterly","2010-Q4","Q4-2010","PC","Percentage","0","units",,,8.01518562381582,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","G-7","G7","ST","Level, ratio or index","Q","Quarterly","2011-Q1","Q1-2011","PC","Percentage","0","units",,,7.69408385924644,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","G-7","G7","ST","Level, ratio or index","Q","Quarterly","2011-Q2","Q2-2011","PC","Percentage","0","units",,,7.66857385990718,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","G-7","G7","ST","Level, ratio or index","Q","Quarterly","2011-Q3","Q3-2011","PC","Percentage","0","units",,,7.64218389105691,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","G-7","G7","ST","Level, ratio or index","Q","Quarterly","2011-Q4","Q4-2011","PC","Percentage","0","units",,,7.55549312421213,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","G-7","G7","ST","Level, ratio or index","Q","Quarterly","2012-Q1","Q1-2012","PC","Percentage","0","units",,,7.43928587527582,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","G-7","G7","ST","Level, ratio or index","Q","Quarterly","2012-Q2","Q2-2012","PC","Percentage","0","units",,,7.40828295230236,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","G-7","G7","ST","Level, ratio or index","Q","Quarterly","2012-Q3","Q3-2012","PC","Percentage","0","units",,,7.31261736561877,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","G-7","G7","ST","Level, ratio or index","Q","Quarterly","2012-Q4","Q4-2012","PC","Percentage","0","units",,,7.27747288607811,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","G-7","G7","ST","Level, ratio or index","Q","Quarterly","2013-Q1","Q1-2013","PC","Percentage","0","units",,,7.30363370072937,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","G-7","G7","ST","Level, ratio or index","Q","Quarterly","2013-Q2","Q2-2013","PC","Percentage","0","units",,,7.18747863495186,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","G-7","G7","ST","Level, ratio or index","Q","Quarterly","2013-Q3","Q3-2013","PC","Percentage","0","units",,,7.03806040706386,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","G-7","G7","ST","Level, ratio or index","Q","Quarterly","2013-Q4","Q4-2013","PC","Percentage","0","units",,,6.84004372127541,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","G-7","G7","ST","Level, ratio or index","Q","Quarterly","2014-Q1","Q1-2014","PC","Percentage","0","units",,,6.65896792180569,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","G-7","G7","ST","Level, ratio or index","Q","Quarterly","2014-Q2","Q2-2014","PC","Percentage","0","units",,,6.39043552537916,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","G-7","G7","ST","Level, ratio or index","Q","Quarterly","2014-Q3","Q3-2014","PC","Percentage","0","units",,,6.34090922484844,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","G-7","G7","ST","Level, ratio or index","Q","Quarterly","2014-Q4","Q4-2014","PC","Percentage","0","units",,,6.13782211560546,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","G-7","G7","ST","Level, ratio or index","Q","Quarterly","2015-Q1","Q1-2015","PC","Percentage","0","units",,,5.99973962784884,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","G-7","G7","ST","Level, ratio or index","Q","Quarterly","2015-Q2","Q2-2015","PC","Percentage","0","units",,,5.89996518892429,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","G-7","G7","ST","Level, ratio or index","Q","Quarterly","2015-Q3","Q3-2015","PC","Percentage","0","units",,,5.73261188639871,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","G-7","G7","ST","Level, ratio or index","Q","Quarterly","2015-Q4","Q4-2015","PC","Percentage","0","units",,,5.60997823279818,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","EA19","Euro area (19 countries)","ST","Level, ratio or index","Q","Quarterly","1991-Q1","Q1-1991","PC","Percentage","0","units",,,7.8099978356299,"E","Estimated value"
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","EA19","Euro area (19 countries)","ST","Level, ratio or index","Q","Quarterly","1991-Q2","Q2-1991","PC","Percentage","0","units",,,7.79790259600363,"E","Estimated value"
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","EA19","Euro area (19 countries)","ST","Level, ratio or index","Q","Quarterly","1991-Q3","Q3-1991","PC","Percentage","0","units",,,7.80961756959856,"E","Estimated value"
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","EA19","Euro area (19 countries)","ST","Level, ratio or index","Q","Quarterly","1991-Q4","Q4-1991","PC","Percentage","0","units",,,7.94307079413821,"E","Estimated value"
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","EA19","Euro area (19 countries)","ST","Level, ratio or index","Q","Quarterly","1992-Q1","Q1-1992","PC","Percentage","0","units",,,8.15779369092123,"E","Estimated value"
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","EA19","Euro area (19 countries)","ST","Level, ratio or index","Q","Quarterly","1992-Q2","Q2-1992","PC","Percentage","0","units",,,8.2913876812606,"E","Estimated value"
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","EA19","Euro area (19 countries)","ST","Level, ratio or index","Q","Quarterly","1992-Q3","Q3-1992","PC","Percentage","0","units",,,8.58492850983883,"E","Estimated value"
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","EA19","Euro area (19 countries)","ST","Level, ratio or index","Q","Quarterly","1992-Q4","Q4-1992","PC","Percentage","0","units",,,8.99488757130922,"E","Estimated value"
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","EA19","Euro area (19 countries)","ST","Level, ratio or index","Q","Quarterly","1993-Q1","Q1-1993","PC","Percentage","0","units",,,9.53333333333333,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","EA19","Euro area (19 countries)","ST","Level, ratio or index","Q","Quarterly","1993-Q2","Q2-1993","PC","Percentage","0","units",,,10.0333333333333,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","EA19","Euro area (19 countries)","ST","Level, ratio or index","Q","Quarterly","1993-Q3","Q3-1993","PC","Percentage","0","units",,,10.4,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","EA19","Euro area (19 countries)","ST","Level, ratio or index","Q","Quarterly","1993-Q4","Q4-1993","PC","Percentage","0","units",,,10.7,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","EA19","Euro area (19 countries)","ST","Level, ratio or index","Q","Quarterly","1994-Q1","Q1-1994","PC","Percentage","0","units",,,10.8666666666667,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","EA19","Euro area (19 countries)","ST","Level, ratio or index","Q","Quarterly","1994-Q2","Q2-1994","PC","Percentage","0","units",,,10.9,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","EA19","Euro area (19 countries)","ST","Level, ratio or index","Q","Quarterly","1994-Q3","Q3-1994","PC","Percentage","0","units",,,10.8333333333333,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","EA19","Euro area (19 countries)","ST","Level, ratio or index","Q","Quarterly","1994-Q4","Q4-1994","PC","Percentage","0","units",,,10.8333333333333,"B","Break"
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","EA19","Euro area (19 countries)","ST","Level, ratio or index","Q","Quarterly","1995-Q1","Q1-1995","PC","Percentage","0","units",,,10.6666666666667,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","EA19","Euro area (19 countries)","ST","Level, ratio or index","Q","Quarterly","1995-Q2","Q2-1995","PC","Percentage","0","units",,,10.6,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","EA19","Euro area (19 countries)","ST","Level, ratio or index","Q","Quarterly","1995-Q3","Q3-1995","PC","Percentage","0","units",,,10.6333333333333,,
"LRHUTTTT","Harmonised unemployment rate: all persons, s.a.","EA19","Euro area (19 countries)","ST","Level, ratio or index","Q","Quarterly","1995-Q4","Q4-1995","PC","Percentage","0","units",,,10.7,,
