"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"RUS","UNEMP","TOT","PC_LF","Q","2008-Q3",6.202242,
"RUS","UNEMP","TOT","PC_LF","Q","2008-Q4",7.040164,
"RUS","UNEMP","TOT","PC_LF","Q","2009-Q1",8.576516,
"RUS","UNEMP","TOT","PC_LF","Q","2009-Q2",8.811247,
"RUS","UNEMP","TOT","PC_LF","Q","2009-Q3",8.315757,
"RUS","UNEMP","TOT","PC_LF","Q","2009-Q4",8.109816,
"RUS","UNEMP","TOT","PC_LF","Q","2010-Q1",8.012725,
"RUS","UNEMP","TOT","PC_LF","Q","2010-Q2",7.660945,
"RUS","UNEMP","TOT","PC_LF","Q","2010-Q3",7.210358,
"RUS","UNEMP","TOT","PC_LF","Q","2010-Q4",6.935272,
"RUS","UNEMP","TOT","PC_LF","Q","2011-Q1",6.710459,
"RUS","UNEMP","TOT","PC_LF","Q","2011-Q2",6.594851,
"RUS","UNEMP","TOT","PC_LF","Q","2011-Q3",6.471049,
"RUS","UNEMP","TOT","PC_LF","Q","2011-Q4",6.174676,
"RUS","UNEMP","TOT","PC_LF","Q","2012-Q1",5.756596,
"RUS","UNEMP","TOT","PC_LF","Q","2012-Q2",5.499748,
"RUS","UNEMP","TOT","PC_LF","Q","2012-Q3",5.355723,
"RUS","UNEMP","TOT","PC_LF","Q","2012-Q4",5.190397,
"RUS","UNEMP","TOT","PC_LF","Q","2013-Q1",5.314523,
"RUS","UNEMP","TOT","PC_LF","Q","2013-Q2",5.529086,
"RUS","UNEMP","TOT","PC_LF","Q","2013-Q3",5.542005,
"RUS","UNEMP","TOT","PC_LF","Q","2013-Q4",5.537121,
"RUS","UNEMP","TOT","PC_LF","Q","2014-Q1",5.083348,
"RUS","UNEMP","TOT","PC_LF","Q","2014-Q2",5.172315,
"RUS","UNEMP","TOT","PC_LF","Q","2014-Q3",5.14461,
"RUS","UNEMP","TOT","PC_LF","Q","2014-Q4",5.227527,
"RUS","UNEMP","TOT","PC_LF","Q","2015-Q1",5.285727,
"RUS","UNEMP","TOT","PC_LF","Q","2015-Q2",5.725458,
"RUS","UNEMP","TOT","PC_LF","Q","2015-Q3",5.553523,
"RUS","UNEMP","TOT","PC_LF","Q","2015-Q4",5.731737,
