"SUBJECT","Subject","LOCATION","Country","MEASURE","Measure","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","FRA","France","GP","Growth previous period","Q","Quarterly","1991-Q1","Q1-1991","PC","Percentage","0","units",,,-0.162007461542391,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","FRA","France","GP","Growth previous period","Q","Quarterly","1991-Q2","Q2-1991","PC","Percentage","0","units",,,0.481180222469073,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","FRA","France","GP","Growth previous period","Q","Quarterly","1991-Q3","Q3-1991","PC","Percentage","0","units",,,0.106982928581248,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","FRA","France","GP","Growth previous period","Q","Quarterly","1991-Q4","Q4-1991","PC","Percentage","0","units",,,0.147071545981489,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","FRA","France","GP","Growth previous period","Q","Quarterly","1992-Q1","Q1-1992","PC","Percentage","0","units",,,0.294219277206395,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","FRA","France","GP","Growth previous period","Q","Quarterly","1992-Q2","Q2-1992","PC","Percentage","0","units",,,-0.140851492873821,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","FRA","France","GP","Growth previous period","Q","Quarterly","1992-Q3","Q3-1992","PC","Percentage","0","units",,,0.846300984814274,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","FRA","France","GP","Growth previous period","Q","Quarterly","1992-Q4","Q4-1992","PC","Percentage","0","units",,,0.38136254094112,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","FRA","France","GP","Growth previous period","Q","Quarterly","1993-Q1","Q1-1993","PC","Percentage","0","units",,,-1.23045925450709,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","FRA","France","GP","Growth previous period","Q","Quarterly","1993-Q2","Q2-1993","PC","Percentage","0","units",,,0.727174927942196,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","FRA","France","GP","Growth previous period","Q","Quarterly","1993-Q3","Q3-1993","PC","Percentage","0","units",,,0.0463483075310948,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","FRA","France","GP","Growth previous period","Q","Quarterly","1993-Q4","Q4-1993","PC","Percentage","0","units",,,0.574553474764468,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","FRA","France","GP","Growth previous period","Q","Quarterly","1994-Q1","Q1-1994","PC","Percentage","0","units",,,-0.156210884694339,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","FRA","France","GP","Growth previous period","Q","Quarterly","1994-Q2","Q2-1994","PC","Percentage","0","units",,,0.97684261200093,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","FRA","France","GP","Growth previous period","Q","Quarterly","1994-Q3","Q3-1994","PC","Percentage","0","units",,,0.468798108916104,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","FRA","France","GP","Growth previous period","Q","Quarterly","1994-Q4","Q4-1994","PC","Percentage","0","units",,,0.263951361771528,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","FRA","France","GP","Growth previous period","Q","Quarterly","1995-Q1","Q1-1995","PC","Percentage","0","units",,,0.386503914338115,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","FRA","France","GP","Growth previous period","Q","Quarterly","1995-Q2","Q2-1995","PC","Percentage","0","units",,,1.79395760897322,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","FRA","France","GP","Growth previous period","Q","Quarterly","1995-Q3","Q3-1995","PC","Percentage","0","units",,,-0.958602090881456,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","FRA","France","GP","Growth previous period","Q","Quarterly","1995-Q4","Q4-1995","PC","Percentage","0","units",,,0.108137597786591,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","FRA","France","GP","Growth previous period","Q","Quarterly","1996-Q1","Q1-1996","PC","Percentage","0","units",,,1.7789369197532,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","FRA","France","GP","Growth previous period","Q","Quarterly","1996-Q2","Q2-1996","PC","Percentage","0","units",,,-0.33417474614193,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","FRA","France","GP","Growth previous period","Q","Quarterly","1996-Q3","Q3-1996","PC","Percentage","0","units",,,1.37907546780639,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","FRA","France","GP","Growth previous period","Q","Quarterly","1996-Q4","Q4-1996","PC","Percentage","0","units",,,-1.27656755682571,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","FRA","France","GP","Growth previous period","Q","Quarterly","1997-Q1","Q1-1997","PC","Percentage","0","units",,,-0.0896237718667579,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","FRA","France","GP","Growth previous period","Q","Quarterly","1997-Q2","Q2-1997","PC","Percentage","0","units",,,0.459074272172992,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","FRA","France","GP","Growth previous period","Q","Quarterly","1997-Q3","Q3-1997","PC","Percentage","0","units",,,0.757329767930482,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","FRA","France","GP","Growth previous period","Q","Quarterly","1997-Q4","Q4-1997","PC","Percentage","0","units",,,1.17579594893036,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","FRA","France","GP","Growth previous period","Q","Quarterly","1998-Q1","Q1-1998","PC","Percentage","0","units",,,0.890920758641048,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","FRA","France","GP","Growth previous period","Q","Quarterly","1998-Q2","Q2-1998","PC","Percentage","0","units",,,1.44668483534442,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","FRA","France","GP","Growth previous period","Q","Quarterly","1998-Q3","Q3-1998","PC","Percentage","0","units",,,0.904327132102243,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","FRA","France","GP","Growth previous period","Q","Quarterly","1998-Q4","Q4-1998","PC","Percentage","0","units",,,0.749270912232794,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","FRA","France","GP","Growth previous period","Q","Quarterly","1999-Q1","Q1-1999","PC","Percentage","0","units",,,0.303421823862281,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","FRA","France","GP","Growth previous period","Q","Quarterly","1999-Q2","Q2-1999","PC","Percentage","0","units",,,0.821787466282487,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","FRA","France","GP","Growth previous period","Q","Quarterly","1999-Q3","Q3-1999","PC","Percentage","0","units",,,1.75259751244224,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","FRA","France","GP","Growth previous period","Q","Quarterly","1999-Q4","Q4-1999","PC","Percentage","0","units",,,1.00317182544022,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","FRA","France","GP","Growth previous period","Q","Quarterly","2000-Q1","Q1-2000","PC","Percentage","0","units",,,1.13051613909247,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","FRA","France","GP","Growth previous period","Q","Quarterly","2000-Q2","Q2-2000","PC","Percentage","0","units",,,0.758529711578825,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","FRA","France","GP","Growth previous period","Q","Quarterly","2000-Q3","Q3-2000","PC","Percentage","0","units",,,0.212540754689709,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","FRA","France","GP","Growth previous period","Q","Quarterly","2000-Q4","Q4-2000","PC","Percentage","0","units",,,0.529376582721461,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","FRA","France","GP","Growth previous period","Q","Quarterly","2001-Q1","Q1-2001","PC","Percentage","0","units",,,0.851065625303266,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","FRA","France","GP","Growth previous period","Q","Quarterly","2001-Q2","Q2-2001","PC","Percentage","0","units",,,0.802881839557525,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","FRA","France","GP","Growth previous period","Q","Quarterly","2001-Q3","Q3-2001","PC","Percentage","0","units",,,0.610543180054201,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","FRA","France","GP","Growth previous period","Q","Quarterly","2001-Q4","Q4-2001","PC","Percentage","0","units",,,0.0833319582185116,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","FRA","France","GP","Growth previous period","Q","Quarterly","2002-Q1","Q1-2002","PC","Percentage","0","units",,,0.445166236614099,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","FRA","France","GP","Growth previous period","Q","Quarterly","2002-Q2","Q2-2002","PC","Percentage","0","units",,,0.693925789745819,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","FRA","France","GP","Growth previous period","Q","Quarterly","2002-Q3","Q3-2002","PC","Percentage","0","units",,,0.821592895829688,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","FRA","France","GP","Growth previous period","Q","Quarterly","2002-Q4","Q4-2002","PC","Percentage","0","units",,,0.258697699611544,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","FRA","France","GP","Growth previous period","Q","Quarterly","2003-Q1","Q1-2003","PC","Percentage","0","units",,,0.126999229941177,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","FRA","France","GP","Growth previous period","Q","Quarterly","2003-Q2","Q2-2003","PC","Percentage","0","units",,,0.099859874047707,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","FRA","France","GP","Growth previous period","Q","Quarterly","2003-Q3","Q3-2003","PC","Percentage","0","units",,,0.940884004569664,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","FRA","France","GP","Growth previous period","Q","Quarterly","2003-Q4","Q4-2003","PC","Percentage","0","units",,,0.25145954131548,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","FRA","France","GP","Growth previous period","Q","Quarterly","2004-Q1","Q1-2004","PC","Percentage","0","units",,,0.366504217581073,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","FRA","France","GP","Growth previous period","Q","Quarterly","2004-Q2","Q2-2004","PC","Percentage","0","units",,,0.531906466841992,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","FRA","France","GP","Growth previous period","Q","Quarterly","2004-Q3","Q3-2004","PC","Percentage","0","units",,,0.305321257056855,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","FRA","France","GP","Growth previous period","Q","Quarterly","2004-Q4","Q4-2004","PC","Percentage","0","units",,,1.16572272452338,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","FRA","France","GP","Growth previous period","Q","Quarterly","2005-Q1","Q1-2005","PC","Percentage","0","units",,,0.590898149657967,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","FRA","France","GP","Growth previous period","Q","Quarterly","2005-Q2","Q2-2005","PC","Percentage","0","units",,,0.232732269120329,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","FRA","France","GP","Growth previous period","Q","Quarterly","2005-Q3","Q3-2005","PC","Percentage","0","units",,,0.762806171760384,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","FRA","France","GP","Growth previous period","Q","Quarterly","2005-Q4","Q4-2005","PC","Percentage","0","units",,,0.577804952613877,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","FRA","France","GP","Growth previous period","Q","Quarterly","2006-Q1","Q1-2006","PC","Percentage","0","units",,,0.799036444876739,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","FRA","France","GP","Growth previous period","Q","Quarterly","2006-Q2","Q2-2006","PC","Percentage","0","units",,,0.587647712923346,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","FRA","France","GP","Growth previous period","Q","Quarterly","2006-Q3","Q3-2006","PC","Percentage","0","units",,,0.168256799598283,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","FRA","France","GP","Growth previous period","Q","Quarterly","2006-Q4","Q4-2006","PC","Percentage","0","units",,,0.633363636023548,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","FRA","France","GP","Growth previous period","Q","Quarterly","2007-Q1","Q1-2007","PC","Percentage","0","units",,,0.676218233728373,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","FRA","France","GP","Growth previous period","Q","Quarterly","2007-Q2","Q2-2007","PC","Percentage","0","units",,,0.658013773240044,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","FRA","France","GP","Growth previous period","Q","Quarterly","2007-Q3","Q3-2007","PC","Percentage","0","units",,,0.798981646899994,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","FRA","France","GP","Growth previous period","Q","Quarterly","2007-Q4","Q4-2007","PC","Percentage","0","units",,,0.467655354380867,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","FRA","France","GP","Growth previous period","Q","Quarterly","2008-Q1","Q1-2008","PC","Percentage","0","units",,,-0.254654785191622,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","FRA","France","GP","Growth previous period","Q","Quarterly","2008-Q2","Q2-2008","PC","Percentage","0","units",,,-0.108949472866141,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","FRA","France","GP","Growth previous period","Q","Quarterly","2008-Q3","Q3-2008","PC","Percentage","0","units",,,-0.208684018221683,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","FRA","France","GP","Growth previous period","Q","Quarterly","2008-Q4","Q4-2008","PC","Percentage","0","units",,,-0.191997318595318,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","FRA","France","GP","Growth previous period","Q","Quarterly","2009-Q1","Q1-2009","PC","Percentage","0","units",,,0.0244564820628133,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","FRA","France","GP","Growth previous period","Q","Quarterly","2009-Q2","Q2-2009","PC","Percentage","0","units",,,0.459450484083442,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","FRA","France","GP","Growth previous period","Q","Quarterly","2009-Q3","Q3-2009","PC","Percentage","0","units",,,-0.0690201320827207,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","FRA","France","GP","Growth previous period","Q","Quarterly","2009-Q4","Q4-2009","PC","Percentage","0","units",,,0.998211507422971,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","FRA","France","GP","Growth previous period","Q","Quarterly","2010-Q1","Q1-2010","PC","Percentage","0","units",,,0.313851956895725,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","FRA","France","GP","Growth previous period","Q","Quarterly","2010-Q2","Q2-2010","PC","Percentage","0","units",,,0.277708011912041,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","FRA","France","GP","Growth previous period","Q","Quarterly","2010-Q3","Q3-2010","PC","Percentage","0","units",,,0.63044753903621,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","FRA","France","GP","Growth previous period","Q","Quarterly","2010-Q4","Q4-2010","PC","Percentage","0","units",,,0.49636261493499,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","FRA","France","GP","Growth previous period","Q","Quarterly","2011-Q1","Q1-2011","PC","Percentage","0","units",,,0.44225557418924,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","FRA","France","GP","Growth previous period","Q","Quarterly","2011-Q2","Q2-2011","PC","Percentage","0","units",,,-1.20221774477618,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","FRA","France","GP","Growth previous period","Q","Quarterly","2011-Q3","Q3-2011","PC","Percentage","0","units",,,0.295565799935113,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","FRA","France","GP","Growth previous period","Q","Quarterly","2011-Q4","Q4-2011","PC","Percentage","0","units",,,-0.224664780240874,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","FRA","France","GP","Growth previous period","Q","Quarterly","2012-Q1","Q1-2012","PC","Percentage","0","units",,,0.403312003876352,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","FRA","France","GP","Growth previous period","Q","Quarterly","2012-Q2","Q2-2012","PC","Percentage","0","units",,,-0.403466189746204,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","FRA","France","GP","Growth previous period","Q","Quarterly","2012-Q3","Q3-2012","PC","Percentage","0","units",,,0.0865782357279431,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","FRA","France","GP","Growth previous period","Q","Quarterly","2012-Q4","Q4-2012","PC","Percentage","0","units",,,-0.0477014317549148,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","FRA","France","GP","Growth previous period","Q","Quarterly","2013-Q1","Q1-2013","PC","Percentage","0","units",,,0.153500961606961,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","FRA","France","GP","Growth previous period","Q","Quarterly","2013-Q2","Q2-2013","PC","Percentage","0","units",,,0.292307199931718,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","FRA","France","GP","Growth previous period","Q","Quarterly","2013-Q3","Q3-2013","PC","Percentage","0","units",,,0.0124098952959455,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","FRA","France","GP","Growth previous period","Q","Quarterly","2013-Q4","Q4-2013","PC","Percentage","0","units",,,0.717202943970959,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","FRA","France","GP","Growth previous period","Q","Quarterly","2014-Q1","Q1-2014","PC","Percentage","0","units",,,-0.512159836108867,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","FRA","France","GP","Growth previous period","Q","Quarterly","2014-Q2","Q2-2014","PC","Percentage","0","units",,,0.346381918793082,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","FRA","France","GP","Growth previous period","Q","Quarterly","2014-Q3","Q3-2014","PC","Percentage","0","units",,,0.404421486874824,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","FRA","France","GP","Growth previous period","Q","Quarterly","2014-Q4","Q4-2014","PC","Percentage","0","units",,,0.373996530435928,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","FRA","France","GP","Growth previous period","Q","Quarterly","2015-Q1","Q1-2015","PC","Percentage","0","units",,,0.631151010926188,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","FRA","France","GP","Growth previous period","Q","Quarterly","2015-Q2","Q2-2015","PC","Percentage","0","units",,,0.0333760964569159,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","FRA","France","GP","Growth previous period","Q","Quarterly","2015-Q3","Q3-2015","PC","Percentage","0","units",,,0.384392149502837,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","FRA","France","GP","Growth previous period","Q","Quarterly","2015-Q4","Q4-2015","PC","Percentage","0","units",,,-0.11079066450163,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","DEU","Germany","GP","Growth previous period","Q","Quarterly","1991-Q1","Q1-1991","PC","Percentage","0","units",,,2.96657656369756,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","DEU","Germany","GP","Growth previous period","Q","Quarterly","1991-Q2","Q2-1991","PC","Percentage","0","units",,,1.05237080241971,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","DEU","Germany","GP","Growth previous period","Q","Quarterly","1991-Q3","Q3-1991","PC","Percentage","0","units",,,-2.73674065071561,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","DEU","Germany","GP","Growth previous period","Q","Quarterly","1991-Q4","Q4-1991","PC","Percentage","0","units",,,2.56474056170508,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","DEU","Germany","GP","Growth previous period","Q","Quarterly","1992-Q1","Q1-1992","PC","Percentage","0","units",,,1.76924646580775,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","DEU","Germany","GP","Growth previous period","Q","Quarterly","1992-Q2","Q2-1992","PC","Percentage","0","units",,,-0.524804504680859,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","DEU","Germany","GP","Growth previous period","Q","Quarterly","1992-Q3","Q3-1992","PC","Percentage","0","units",,,0.179850591886581,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","DEU","Germany","GP","Growth previous period","Q","Quarterly","1992-Q4","Q4-1992","PC","Percentage","0","units",,,2.89647330273454,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","DEU","Germany","GP","Growth previous period","Q","Quarterly","1993-Q1","Q1-1993","PC","Percentage","0","units",,,-2.09084859914806,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","DEU","Germany","GP","Growth previous period","Q","Quarterly","1993-Q2","Q2-1993","PC","Percentage","0","units",,,0.0594087645014177,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","DEU","Germany","GP","Growth previous period","Q","Quarterly","1993-Q3","Q3-1993","PC","Percentage","0","units",,,0.90239168771119,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","DEU","Germany","GP","Growth previous period","Q","Quarterly","1993-Q4","Q4-1993","PC","Percentage","0","units",,,1.10615115688331,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","DEU","Germany","GP","Growth previous period","Q","Quarterly","1994-Q1","Q1-1994","PC","Percentage","0","units",,,0.264788152256748,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","DEU","Germany","GP","Growth previous period","Q","Quarterly","1994-Q2","Q2-1994","PC","Percentage","0","units",,,-0.406273538659956,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","DEU","Germany","GP","Growth previous period","Q","Quarterly","1994-Q3","Q3-1994","PC","Percentage","0","units",,,0.955715517525669,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","DEU","Germany","GP","Growth previous period","Q","Quarterly","1994-Q4","Q4-1994","PC","Percentage","0","units",,,0.65803678492203,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","DEU","Germany","GP","Growth previous period","Q","Quarterly","1995-Q1","Q1-1995","PC","Percentage","0","units",,,0.278166869859493,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","DEU","Germany","GP","Growth previous period","Q","Quarterly","1995-Q2","Q2-1995","PC","Percentage","0","units",,,1.30389685439357,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","DEU","Germany","GP","Growth previous period","Q","Quarterly","1995-Q3","Q3-1995","PC","Percentage","0","units",,,-0.0790279326957182,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","DEU","Germany","GP","Growth previous period","Q","Quarterly","1995-Q4","Q4-1995","PC","Percentage","0","units",,,-0.0113004195281066,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","DEU","Germany","GP","Growth previous period","Q","Quarterly","1996-Q1","Q1-1996","PC","Percentage","0","units",,,0.316425628397494,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","DEU","Germany","GP","Growth previous period","Q","Quarterly","1996-Q2","Q2-1996","PC","Percentage","0","units",,,0.439332253608063,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","DEU","Germany","GP","Growth previous period","Q","Quarterly","1996-Q3","Q3-1996","PC","Percentage","0","units",,,0.302831052347314,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","DEU","Germany","GP","Growth previous period","Q","Quarterly","1996-Q4","Q4-1996","PC","Percentage","0","units",,,0.0670881450333266,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","DEU","Germany","GP","Growth previous period","Q","Quarterly","1997-Q1","Q1-1997","PC","Percentage","0","units",,,0.421843778263988,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","DEU","Germany","GP","Growth previous period","Q","Quarterly","1997-Q2","Q2-1997","PC","Percentage","0","units",,,0.522976149515331,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","DEU","Germany","GP","Growth previous period","Q","Quarterly","1997-Q3","Q3-1997","PC","Percentage","0","units",,,-0.852341681731526,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","DEU","Germany","GP","Growth previous period","Q","Quarterly","1997-Q4","Q4-1997","PC","Percentage","0","units",,,0.870831646584704,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","DEU","Germany","GP","Growth previous period","Q","Quarterly","1998-Q1","Q1-1998","PC","Percentage","0","units",,,0.514681462439833,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","DEU","Germany","GP","Growth previous period","Q","Quarterly","1998-Q2","Q2-1998","PC","Percentage","0","units",,,-0.484526588249574,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","DEU","Germany","GP","Growth previous period","Q","Quarterly","1998-Q3","Q3-1998","PC","Percentage","0","units",,,0.863111626530945,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","DEU","Germany","GP","Growth previous period","Q","Quarterly","1998-Q4","Q4-1998","PC","Percentage","0","units",,,1.0202994902098,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","DEU","Germany","GP","Growth previous period","Q","Quarterly","1999-Q1","Q1-1999","PC","Percentage","0","units",,,0.9882039005001,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","DEU","Germany","GP","Growth previous period","Q","Quarterly","1999-Q2","Q2-1999","PC","Percentage","0","units",,,-0.107538986154034,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","DEU","Germany","GP","Growth previous period","Q","Quarterly","1999-Q3","Q3-1999","PC","Percentage","0","units",,,0.258373798645944,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","DEU","Germany","GP","Growth previous period","Q","Quarterly","1999-Q4","Q4-1999","PC","Percentage","0","units",,,1.28852192612667,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","DEU","Germany","GP","Growth previous period","Q","Quarterly","2000-Q1","Q1-2000","PC","Percentage","0","units",,,0.402780359878577,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","DEU","Germany","GP","Growth previous period","Q","Quarterly","2000-Q2","Q2-2000","PC","Percentage","0","units",,,1.12976327965647,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","DEU","Germany","GP","Growth previous period","Q","Quarterly","2000-Q3","Q3-2000","PC","Percentage","0","units",,,0.0522032581601577,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","DEU","Germany","GP","Growth previous period","Q","Quarterly","2000-Q4","Q4-2000","PC","Percentage","0","units",,,-0.563500445035871,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","DEU","Germany","GP","Growth previous period","Q","Quarterly","2001-Q1","Q1-2001","PC","Percentage","0","units",,,1.7183980711637,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","DEU","Germany","GP","Growth previous period","Q","Quarterly","2001-Q2","Q2-2001","PC","Percentage","0","units",,,0.206338181645721,,
"NAEXKP02","GDP Private final consumption expenditure; constant prices, s.a.","DEU","Germany","GP","Growth previous period","Q","Quarterly","2001-Q3","Q3-2001","PC","Percentage","0","units",,,0.154431418597302,,
