"LOCATION","Country","SUBJECT","Subject","MEASURE","Measure","FREQUENCY","Frequency","TIME","Period","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"GBR","United Kingdom","P3S13","General government final consumption expenditure","CTQRGPSA","Contributions to Q-o-Q GDP growth, seasonally adjusted","Q","Quarterly","2013-Q3","Q3-2013","PC_PNT","Percentage points","0","units",,,0.1,,
"GBR","United Kingdom","P3S13","General government final consumption expenditure","CTQRGPSA","Contributions to Q-o-Q GDP growth, seasonally adjusted","Q","Quarterly","2013-Q4","Q4-2013","PC_PNT","Percentage points","0","units",,,0,,
"GBR","United Kingdom","P3S13","General government final consumption expenditure","CTQRGPSA","Contributions to Q-o-Q GDP growth, seasonally adjusted","Q","Quarterly","2014-Q1","Q1-2014","PC_PNT","Percentage points","0","units",,,1.130492,,
"GBR","United Kingdom","P3S13","General government final consumption expenditure","CTQRGPSA","Contributions to Q-o-Q GDP growth, seasonally adjusted","Q","Quarterly","2014-Q2","Q2-2014","PC_PNT","Percentage points","0","units",,,0.801374,,
"GBR","United Kingdom","P3S13","General government final consumption expenditure","CTQRGPSA","Contributions to Q-o-Q GDP growth, seasonally adjusted","Q","Quarterly","2014-Q3","Q3-2014","PC_PNT","Percentage points","0","units",,,0.26687,,
"GBR","United Kingdom","P3S13","General government final consumption expenditure","CTQRGPSA","Contributions to Q-o-Q GDP growth, seasonally adjusted","Q","Quarterly","2014-Q4","Q4-2014","PC_PNT","Percentage points","0","units",,,-0.339969,,
"GBR","United Kingdom","P3S13","General government final consumption expenditure","CTQRGPSA","Contributions to Q-o-Q GDP growth, seasonally adjusted","Q","Quarterly","2015-Q1","Q1-2015","PC_PNT","Percentage points","0","units",,,0.1,,
"GBR","United Kingdom","P3S13","General government final consumption expenditure","CTQRGPSA","Contributions to Q-o-Q GDP growth, seasonally adjusted","Q","Quarterly","2015-Q2","Q2-2015","PC_PNT","Percentage points","0","units",,,0.1,,
"GBR","United Kingdom","P3S13","General government final consumption expenditure","CTQRGPSA","Contributions to Q-o-Q GDP growth, seasonally adjusted","Q","Quarterly","2015-Q3","Q3-2015","PC_PNT","Percentage points","0","units",,,0.1,,
"GBR","United Kingdom","P3S13","General government final consumption expenditure","CTQRGPSA","Contributions to Q-o-Q GDP growth, seasonally adjusted","Q","Quarterly","2015-Q4","Q4-2015","PC_PNT","Percentage points","0","units",,,0.1,,
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1991-Q1","Q1-1991","PC","Percentage","0","units",,,1.018979,"E","Estimated value"
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1991-Q2","Q2-1991","PC","Percentage","0","units",,,0.0154,"E","Estimated value"
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1991-Q3","Q3-1991","PC","Percentage","0","units",,,-0.569713,"E","Estimated value"
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1991-Q4","Q4-1991","PC","Percentage","0","units",,,-0.472319,"E","Estimated value"
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1992-Q1","Q1-1992","PC","Percentage","0","units",,,0.350086,"E","Estimated value"
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1992-Q2","Q2-1992","PC","Percentage","0","units",,,0.209319,"E","Estimated value"
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1992-Q3","Q3-1992","PC","Percentage","0","units",,,0.990252,"E","Estimated value"
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1992-Q4","Q4-1992","PC","Percentage","0","units",,,0.329401,"E","Estimated value"
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1993-Q1","Q1-1993","PC","Percentage","0","units",,,-0.855158,"E","Estimated value"
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1993-Q2","Q2-1993","PC","Percentage","0","units",,,-0.415864,"E","Estimated value"
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1993-Q3","Q3-1993","PC","Percentage","0","units",,,0.030933,"E","Estimated value"
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1993-Q4","Q4-1993","PC","Percentage","0","units",,,0.262853,"E","Estimated value"
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1994-Q1","Q1-1994","PC","Percentage","0","units",,,-0.293006,"E","Estimated value"
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1994-Q2","Q2-1994","PC","Percentage","0","units",,,0.108267,"E","Estimated value"
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1994-Q3","Q3-1994","PC","Percentage","0","units",,,1.120124,"E","Estimated value"
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1994-Q4","Q4-1994","PC","Percentage","0","units",,,-0.672269,"E","Estimated value"
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1995-Q1","Q1-1995","PC","Percentage","0","units",,,0.236196,"E","Estimated value"
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1995-Q2","Q2-1995","PC","Percentage","0","units",,,0.198708,"E","Estimated value"
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1995-Q3","Q3-1995","PC","Percentage","0","units",,,0.148736,"E","Estimated value"
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1995-Q4","Q4-1995","PC","Percentage","0","units",,,-1.318069,"E","Estimated value"
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1996-Q1","Q1-1996","PC","Percentage","0","units",,,0.401329,"E","Estimated value"
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1996-Q2","Q2-1996","PC","Percentage","0","units",,,1.249141,"E","Estimated value"
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1996-Q3","Q3-1996","PC","Percentage","0","units",,,-0.394794,"E","Estimated value"
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1996-Q4","Q4-1996","PC","Percentage","0","units",,,0.736979,"E","Estimated value"
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1997-Q1","Q1-1997","PC","Percentage","0","units",,,-0.092217,"E","Estimated value"
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1997-Q2","Q2-1997","PC","Percentage","0","units",,,1.193773,"E","Estimated value"
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1997-Q3","Q3-1997","PC","Percentage","0","units",,,0.079051,"E","Estimated value"
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1997-Q4","Q4-1997","PC","Percentage","0","units",,,0.729129,"E","Estimated value"
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1998-Q1","Q1-1998","PC","Percentage","0","units",,,-0.609241,"E","Estimated value"
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1998-Q2","Q2-1998","PC","Percentage","0","units",,,1.656855,"E","Estimated value"
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1998-Q3","Q3-1998","PC","Percentage","0","units",,,0.047761,"E","Estimated value"
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1998-Q4","Q4-1998","PC","Percentage","0","units",,,1.175558,"E","Estimated value"
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1999-Q1","Q1-1999","PC","Percentage","0","units",,,0.390845,,
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1999-Q2","Q2-1999","PC","Percentage","0","units",,,0.267009,,
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1999-Q3","Q3-1999","PC","Percentage","0","units",,,1.095918,,
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1999-Q4","Q4-1999","PC","Percentage","0","units",,,1.225875,,
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2000-Q1","Q1-2000","PC","Percentage","0","units",,,-1.206025,,
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2000-Q2","Q2-2000","PC","Percentage","0","units",,,1.894438,,
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2000-Q3","Q3-2000","PC","Percentage","0","units",,,-0.497117,,
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2000-Q4","Q4-2000","PC","Percentage","0","units",,,0.234812,,
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2001-Q1","Q1-2001","PC","Percentage","0","units",,,1.545133,,
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2001-Q2","Q2-2001","PC","Percentage","0","units",,,1.217297,,
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2001-Q3","Q3-2001","PC","Percentage","0","units",,,0.906843,,
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2001-Q4","Q4-2001","PC","Percentage","0","units",,,0.744906,,
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2002-Q1","Q1-2002","PC","Percentage","0","units",,,1.326146,,
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2002-Q2","Q2-2002","PC","Percentage","0","units",,,0.988654,,
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2002-Q3","Q3-2002","PC","Percentage","0","units",,,0.531444,,
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2002-Q4","Q4-2002","PC","Percentage","0","units",,,0.672386,,
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2003-Q1","Q1-2003","PC","Percentage","0","units",,,-0.423768,,
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2003-Q2","Q2-2003","PC","Percentage","0","units",,,1.725414,,
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2003-Q3","Q3-2003","PC","Percentage","0","units",,,-0.55932,,
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2003-Q4","Q4-2003","PC","Percentage","0","units",,,0.763673,,
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2004-Q1","Q1-2004","PC","Percentage","0","units",,,0.326753,,
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2004-Q2","Q2-2004","PC","Percentage","0","units",,,0.37997,,
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2004-Q3","Q3-2004","PC","Percentage","0","units",,,0.545266,,
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2004-Q4","Q4-2004","PC","Percentage","0","units",,,-0.242022,,
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2005-Q1","Q1-2005","PC","Percentage","0","units",,,0.3729,,
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2005-Q2","Q2-2005","PC","Percentage","0","units",,,-0.044761,,
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2005-Q3","Q3-2005","PC","Percentage","0","units",,,0.846357,,
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2005-Q4","Q4-2005","PC","Percentage","0","units",,,-0.590586,,
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2006-Q1","Q1-2006","PC","Percentage","0","units",,,0.821906,,
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2006-Q2","Q2-2006","PC","Percentage","0","units",,,-0.119623,,
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2006-Q3","Q3-2006","PC","Percentage","0","units",,,0.43027,,
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2006-Q4","Q4-2006","PC","Percentage","0","units",,,0.746433,,
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2007-Q1","Q1-2007","PC","Percentage","0","units",,,-0.298115,,
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2007-Q2","Q2-2007","PC","Percentage","0","units",,,0.576027,,
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2007-Q3","Q3-2007","PC","Percentage","0","units",,,0.835046,,
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2007-Q4","Q4-2007","PC","Percentage","0","units",,,0.372875,,
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2008-Q1","Q1-2008","PC","Percentage","0","units",,,0.488121,,
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2008-Q2","Q2-2008","PC","Percentage","0","units",,,0.253622,,
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2008-Q3","Q3-2008","PC","Percentage","0","units",,,1.470714,,
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2008-Q4","Q4-2008","PC","Percentage","0","units",,,1.014156,,
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2009-Q1","Q1-2009","PC","Percentage","0","units",,,0.497804,,
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2009-Q2","Q2-2009","PC","Percentage","0","units",,,1.764902,,
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2009-Q3","Q3-2009","PC","Percentage","0","units",,,0.556283,,
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2009-Q4","Q4-2009","PC","Percentage","0","units",,,0.174911,,
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2010-Q1","Q1-2010","PC","Percentage","0","units",,,-0.552239,,
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2010-Q2","Q2-2010","PC","Percentage","0","units",,,0.236822,,
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2010-Q3","Q3-2010","PC","Percentage","0","units",,,-0.219968,,
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2010-Q4","Q4-2010","PC","Percentage","0","units",,,-0.963462,,
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2011-Q1","Q1-2011","PC","Percentage","0","units",,,-1.516963,,
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2011-Q2","Q2-2011","PC","Percentage","0","units",,,-0.025114,,
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2011-Q3","Q3-2011","PC","Percentage","0","units",,,-0.540088,,
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2011-Q4","Q4-2011","PC","Percentage","0","units",,,-0.374642,,
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2012-Q1","Q1-2012","PC","Percentage","0","units",,,0.101407,,
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2012-Q2","Q2-2012","PC","Percentage","0","units",,,-0.434764,,
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2012-Q3","Q3-2012","PC","Percentage","0","units",,,0.122944,,
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2012-Q4","Q4-2012","PC","Percentage","0","units",,,-0.63937,,
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2013-Q1","Q1-2013","PC","Percentage","0","units",,,-1.078156,,
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2013-Q2","Q2-2013","PC","Percentage","0","units",,,-0.486796,,
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2013-Q3","Q3-2013","PC","Percentage","0","units",,,-0.770563,,
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2013-Q4","Q4-2013","PC","Percentage","0","units",,,-0.628217,,
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2014-Q1","Q1-2014","PC","Percentage","0","units",,,0.465361,,
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2014-Q2","Q2-2014","PC","Percentage","0","units",,,-0.104877,,
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2014-Q3","Q3-2014","PC","Percentage","0","units",,,0.590551,,
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2014-Q4","Q4-2014","PC","Percentage","0","units",,,-0.595782,,
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2015-Q1","Q1-2015","PC","Percentage","0","units",,,0.38936,,
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2015-Q2","Q2-2015","PC","Percentage","0","units",,,-0.052294,,
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2015-Q3","Q3-2015","PC","Percentage","0","units",,,0.313931,,
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2015-Q4","Q4-2015","PC","Percentage","0","units",,,0.160821,,
"USA","United States","P3S13","General government final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","1991-Q1","Q1-1991","PC","Percentage","0","units",,,2.058939,"E","Estimated value"
"USA","United States","P3S13","General government final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","1991-Q2","Q2-1991","PC","Percentage","0","units",,,1.842559,"E","Estimated value"
"USA","United States","P3S13","General government final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","1991-Q3","Q3-1991","PC","Percentage","0","units",,,1.270289,"E","Estimated value"
"USA","United States","P3S13","General government final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","1991-Q4","Q4-1991","PC","Percentage","0","units",,,-0.015557,"E","Estimated value"
"USA","United States","P3S13","General government final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","1992-Q1","Q1-1992","PC","Percentage","0","units",,,-0.677601,"E","Estimated value"
"USA","United States","P3S13","General government final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","1992-Q2","Q2-1992","PC","Percentage","0","units",,,-0.485026,"E","Estimated value"
"USA","United States","P3S13","General government final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","1992-Q3","Q3-1992","PC","Percentage","0","units",,,1.076268,"E","Estimated value"
"USA","United States","P3S13","General government final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","1992-Q4","Q4-1992","PC","Percentage","0","units",,,1.890462,"E","Estimated value"
"USA","United States","P3S13","General government final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","1993-Q1","Q1-1993","PC","Percentage","0","units",,,0.666718,"E","Estimated value"
"USA","United States","P3S13","General government final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","1993-Q2","Q2-1993","PC","Percentage","0","units",,,0.038682,"E","Estimated value"
"USA","United States","P3S13","General government final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","1993-Q3","Q3-1993","PC","Percentage","0","units",,,-0.911598,"E","Estimated value"
"USA","United States","P3S13","General government final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","1993-Q4","Q4-1993","PC","Percentage","0","units",,,-0.977323,"E","Estimated value"
"USA","United States","P3S13","General government final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","1994-Q1","Q1-1994","PC","Percentage","0","units",,,-0.415864,"E","Estimated value"
"USA","United States","P3S13","General government final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","1994-Q2","Q2-1994","PC","Percentage","0","units",,,0.108267,"E","Estimated value"
"USA","United States","P3S13","General government final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","1994-Q3","Q3-1994","PC","Percentage","0","units",,,1.198299,"E","Estimated value"
"USA","United States","P3S13","General government final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","1994-Q4","Q4-1994","PC","Percentage","0","units",,,0.254453,"E","Estimated value"
"USA","United States","P3S13","General government final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","1995-Q1","Q1-1995","PC","Percentage","0","units",,,0.786561,"E","Estimated value"
"USA","United States","P3S13","General government final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","1995-Q2","Q2-1995","PC","Percentage","0","units",,,0.877615,"E","Estimated value"
"USA","United States","P3S13","General government final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","1995-Q3","Q3-1995","PC","Percentage","0","units",,,-0.091443,"E","Estimated value"
"USA","United States","P3S13","General government final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","1995-Q4","Q4-1995","PC","Percentage","0","units",,,-0.74102,"E","Estimated value"
"USA","United States","P3S13","General government final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","1996-Q1","Q1-1996","PC","Percentage","0","units",,,-0.577496,"E","Estimated value"
"USA","United States","P3S13","General government final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","1996-Q2","Q2-1996","PC","Percentage","0","units",,,0.464799,"E","Estimated value"
"USA","United States","P3S13","General government final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","1996-Q3","Q3-1996","PC","Percentage","0","units",,,-0.080446,"E","Estimated value"
"USA","United States","P3S13","General government final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","1996-Q4","Q4-1996","PC","Percentage","0","units",,,2.000376,"E","Estimated value"
"USA","United States","P3S13","General government final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","1997-Q1","Q1-1997","PC","Percentage","0","units",,,1.498969,"E","Estimated value"
"USA","United States","P3S13","General government final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","1997-Q2","Q2-1997","PC","Percentage","0","units",,,1.443464,"E","Estimated value"
"USA","United States","P3S13","General government final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","1997-Q3","Q3-1997","PC","Percentage","0","units",,,1.926054,"E","Estimated value"
