"LOCATION","Country","SUBJECT","Subject","MEASURE","Measure","FREQUENCY","Frequency","TIME","Period","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"FRA","France","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1996-Q2","Q2-1996","PC","Percentage","0","units",,,0.23021,,
"FRA","France","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1996-Q3","Q3-1996","PC","Percentage","0","units",,,0.516267,,
"FRA","France","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1996-Q4","Q4-1996","PC","Percentage","0","units",,,0.11092,,
"FRA","France","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1997-Q1","Q1-1997","PC","Percentage","0","units",,,0.354143,,
"FRA","France","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1997-Q2","Q2-1997","PC","Percentage","0","units",,,1.134918,,
"FRA","France","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1997-Q3","Q3-1997","PC","Percentage","0","units",,,0.817874,,
"FRA","France","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1997-Q4","Q4-1997","PC","Percentage","0","units",,,0.995044,,
"FRA","France","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1998-Q1","Q1-1998","PC","Percentage","0","units",,,0.79458,,
"FRA","France","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1998-Q2","Q2-1998","PC","Percentage","0","units",,,0.966664,,
"FRA","France","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1998-Q3","Q3-1998","PC","Percentage","0","units",,,0.783689,,
"FRA","France","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1998-Q4","Q4-1998","PC","Percentage","0","units",,,0.7648,,
"FRA","France","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1999-Q1","Q1-1999","PC","Percentage","0","units",,,0.568767,,
"FRA","France","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1999-Q2","Q2-1999","PC","Percentage","0","units",,,0.823788,,
"FRA","France","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1999-Q3","Q3-1999","PC","Percentage","0","units",,,1.175259,,
"FRA","France","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1999-Q4","Q4-1999","PC","Percentage","0","units",,,1.142924,,
"FRA","France","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2000-Q1","Q1-2000","PC","Percentage","0","units",,,1.232527,,
"FRA","France","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2000-Q2","Q2-2000","PC","Percentage","0","units",,,0.759069,,
"FRA","France","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2000-Q3","Q3-2000","PC","Percentage","0","units",,,0.645373,,
"FRA","France","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2000-Q4","Q4-2000","PC","Percentage","0","units",,,0.830839,,
"FRA","France","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2001-Q1","Q1-2001","PC","Percentage","0","units",,,0.648219,,
"FRA","France","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2001-Q2","Q2-2001","PC","Percentage","0","units",,,-0.006649,,
"FRA","France","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2001-Q3","Q3-2001","PC","Percentage","0","units",,,0.386984,,
"FRA","France","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2001-Q4","Q4-2001","PC","Percentage","0","units",,,-0.213721,,
"FRA","France","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2002-Q1","Q1-2002","PC","Percentage","0","units",,,0.588549,,
"FRA","France","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2002-Q2","Q2-2002","PC","Percentage","0","units",,,0.551891,,
"FRA","France","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2002-Q3","Q3-2002","PC","Percentage","0","units",,,0.257915,,
"FRA","France","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2002-Q4","Q4-2002","PC","Percentage","0","units",,,-0.147063,,
"FRA","France","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2003-Q1","Q1-2003","PC","Percentage","0","units",,,0.07954,,
"FRA","France","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2003-Q2","Q2-2003","PC","Percentage","0","units",,,-0.029039,,
"FRA","France","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2003-Q3","Q3-2003","PC","Percentage","0","units",,,0.743889,,
"FRA","France","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2003-Q4","Q4-2003","PC","Percentage","0","units",,,0.875409,,
"FRA","France","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2004-Q1","Q1-2004","PC","Percentage","0","units",,,0.611208,,
"FRA","France","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2004-Q2","Q2-2004","PC","Percentage","0","units",,,0.739076,,
"FRA","France","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2004-Q3","Q3-2004","PC","Percentage","0","units",,,0.446766,,
"FRA","France","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2004-Q4","Q4-2004","PC","Percentage","0","units",,,0.67044,,
"FRA","France","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2005-Q1","Q1-2005","PC","Percentage","0","units",,,0.04089,,
"FRA","France","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2005-Q2","Q2-2005","PC","Percentage","0","units",,,0.269551,,
"FRA","France","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2005-Q3","Q3-2005","PC","Percentage","0","units",,,0.569008,,
"FRA","France","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2005-Q4","Q4-2005","PC","Percentage","0","units",,,0.7433,,
"FRA","France","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2006-Q1","Q1-2006","PC","Percentage","0","units",,,0.655492,,
"FRA","France","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2006-Q2","Q2-2006","PC","Percentage","0","units",,,1.041302,,
"FRA","France","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2006-Q3","Q3-2006","PC","Percentage","0","units",,,0.013592,,
"FRA","France","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2006-Q4","Q4-2006","PC","Percentage","0","units",,,0.743005,,
"FRA","France","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2007-Q1","Q1-2007","PC","Percentage","0","units",,,0.689001,,
"FRA","France","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2007-Q2","Q2-2007","PC","Percentage","0","units",,,0.671089,,
"FRA","France","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2007-Q3","Q3-2007","PC","Percentage","0","units",,,0.398062,,
"FRA","France","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2007-Q4","Q4-2007","PC","Percentage","0","units",,,0.3031,,
"FRA","France","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2008-Q1","Q1-2008","PC","Percentage","0","units",,,0.447754,,
"FRA","France","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2008-Q2","Q2-2008","PC","Percentage","0","units",,,-0.537462,,
"FRA","France","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2008-Q3","Q3-2008","PC","Percentage","0","units",,,-0.309965,,
"FRA","France","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2008-Q4","Q4-2008","PC","Percentage","0","units",,,-1.550091,,
"FRA","France","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2009-Q1","Q1-2009","PC","Percentage","0","units",,,-1.622776,,
"FRA","France","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2009-Q2","Q2-2009","PC","Percentage","0","units",,,-0.057255,,
"FRA","France","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2009-Q3","Q3-2009","PC","Percentage","0","units",,,0.143832,,
"FRA","France","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2009-Q4","Q4-2009","PC","Percentage","0","units",,,0.698311,,
"FRA","France","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2010-Q1","Q1-2010","PC","Percentage","0","units",,,0.355052,,
"FRA","France","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2010-Q2","Q2-2010","PC","Percentage","0","units",,,0.666956,,
"FRA","France","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2010-Q3","Q3-2010","PC","Percentage","0","units",,,0.614138,,
"FRA","France","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2010-Q4","Q4-2010","PC","Percentage","0","units",,,0.49921,,
"FRA","France","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2011-Q1","Q1-2011","PC","Percentage","0","units",,,1.127126,,
"FRA","France","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2011-Q2","Q2-2011","PC","Percentage","0","units",,,-0.071489,,
"FRA","France","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2011-Q3","Q3-2011","PC","Percentage","0","units",,,0.187892,,
"FRA","France","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2011-Q4","Q4-2011","PC","Percentage","0","units",,,0.270323,,
"FRA","France","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2012-Q1","Q1-2012","PC","Percentage","0","units",,,0.006456,,
"FRA","France","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2012-Q2","Q2-2012","PC","Percentage","0","units",,,-0.27662,,
"FRA","France","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2012-Q3","Q3-2012","PC","Percentage","0","units",,,0.297789,,
"FRA","France","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2012-Q4","Q4-2012","PC","Percentage","0","units",,,-0.05144,,
"FRA","France","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2013-Q1","Q1-2013","PC","Percentage","0","units",,,0.131895,,
"FRA","France","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2013-Q2","Q2-2013","PC","Percentage","0","units",,,0.72994,,
"FRA","France","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2013-Q3","Q3-2013","PC","Percentage","0","units",,,-0.032013,,
"FRA","France","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2013-Q4","Q4-2013","PC","Percentage","0","units",,,0.168072,,
"FRA","France","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2014-Q1","Q1-2014","PC","Percentage","0","units",,,-0.210222,,
"FRA","France","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2014-Q2","Q2-2014","PC","Percentage","0","units",,,-0.112031,,
"FRA","France","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2014-Q3","Q3-2014","PC","Percentage","0","units",,,0.282626,,
"FRA","France","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2014-Q4","Q4-2014","PC","Percentage","0","units",,,0.138589,,
"FRA","France","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2015-Q1","Q1-2015","PC","Percentage","0","units",,,0.639143,,
"FRA","France","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2015-Q2","Q2-2015","PC","Percentage","0","units",,,0.041544,,
"FRA","France","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2015-Q3","Q3-2015","PC","Percentage","0","units",,,0.369126,,
"FRA","France","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2015-Q4","Q4-2015","PC","Percentage","0","units",,,0.327736,,
"FRA","France","B1_GE","Gross domestic product - expenditure approach","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","1991-Q1","Q1-1991","PC","Percentage","0","units",,,0.191139,,
"FRA","France","B1_GE","Gross domestic product - expenditure approach","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","1991-Q2","Q2-1991","PC","Percentage","0","units",,,0.974805,,
"FRA","France","B1_GE","Gross domestic product - expenditure approach","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","1991-Q3","Q3-1991","PC","Percentage","0","units",,,1.244753,,
"FRA","France","B1_GE","Gross domestic product - expenditure approach","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","1991-Q4","Q4-1991","PC","Percentage","0","units",,,1.879932,,
"FRA","France","B1_GE","Gross domestic product - expenditure approach","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","1992-Q1","Q1-1992","PC","Percentage","0","units",,,2.592087,,
"FRA","France","B1_GE","Gross domestic product - expenditure approach","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","1992-Q2","Q2-1992","PC","Percentage","0","units",,,1.775851,,
"FRA","France","B1_GE","Gross domestic product - expenditure approach","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","1992-Q3","Q3-1992","PC","Percentage","0","units",,,1.22945,,
"FRA","France","B1_GE","Gross domestic product - expenditure approach","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","1992-Q4","Q4-1992","PC","Percentage","0","units",,,0.325055,,
"FRA","France","B1_GE","Gross domestic product - expenditure approach","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","1993-Q1","Q1-1993","PC","Percentage","0","units",,,-1.104102,,
"FRA","France","B1_GE","Gross domestic product - expenditure approach","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","1993-Q2","Q2-1993","PC","Percentage","0","units",,,-0.842283,,
"FRA","France","B1_GE","Gross domestic product - expenditure approach","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","1993-Q3","Q3-1993","PC","Percentage","0","units",,,-0.383532,,
"FRA","France","B1_GE","Gross domestic product - expenditure approach","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","1993-Q4","Q4-1993","PC","Percentage","0","units",,,-0.030121,,
"FRA","France","B1_GE","Gross domestic product - expenditure approach","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","1994-Q1","Q1-1994","PC","Percentage","0","units",,,1.199785,,
"FRA","France","B1_GE","Gross domestic product - expenditure approach","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","1994-Q2","Q2-1994","PC","Percentage","0","units",,,2.225173,,
"FRA","France","B1_GE","Gross domestic product - expenditure approach","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","1994-Q3","Q3-1994","PC","Percentage","0","units",,,2.540894,,
"FRA","France","B1_GE","Gross domestic product - expenditure approach","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","1994-Q4","Q4-1994","PC","Percentage","0","units",,,3.258905,,
"FRA","France","B1_GE","Gross domestic product - expenditure approach","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","1995-Q1","Q1-1995","PC","Percentage","0","units",,,3.223968,,
"FRA","France","B1_GE","Gross domestic product - expenditure approach","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","1995-Q2","Q2-1995","PC","Percentage","0","units",,,2.494978,,
"FRA","France","B1_GE","Gross domestic product - expenditure approach","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","1995-Q3","Q3-1995","PC","Percentage","0","units",,,1.952913,,
"FRA","France","B1_GE","Gross domestic product - expenditure approach","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","1995-Q4","Q4-1995","PC","Percentage","0","units",,,1.210267,,
"FRA","France","B1_GE","Gross domestic product - expenditure approach","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","1996-Q1","Q1-1996","PC","Percentage","0","units",,,1.372483,,
"FRA","France","B1_GE","Gross domestic product - expenditure approach","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","1996-Q2","Q2-1996","PC","Percentage","0","units",,,1.077231,,
"FRA","France","B1_GE","Gross domestic product - expenditure approach","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","1996-Q3","Q3-1996","PC","Percentage","0","units",,,1.528242,,
"FRA","France","B1_GE","Gross domestic product - expenditure approach","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","1996-Q4","Q4-1996","PC","Percentage","0","units",,,1.503054,,
"FRA","France","B1_GE","Gross domestic product - expenditure approach","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","1997-Q1","Q1-1997","PC","Percentage","0","units",,,1.216601,,
"FRA","France","B1_GE","Gross domestic product - expenditure approach","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","1997-Q2","Q2-1997","PC","Percentage","0","units",,,2.130213,,
"FRA","France","B1_GE","Gross domestic product - expenditure approach","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","1997-Q3","Q3-1997","PC","Percentage","0","units",,,2.436663,,
"FRA","France","B1_GE","Gross domestic product - expenditure approach","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","1997-Q4","Q4-1997","PC","Percentage","0","units",,,3.341325,,
"FRA","France","B1_GE","Gross domestic product - expenditure approach","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","1998-Q1","Q1-1998","PC","Percentage","0","units",,,3.794873,,
"FRA","France","B1_GE","Gross domestic product - expenditure approach","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","1998-Q2","Q2-1998","PC","Percentage","0","units",,,3.622195,,
"FRA","France","B1_GE","Gross domestic product - expenditure approach","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","1998-Q3","Q3-1998","PC","Percentage","0","units",,,3.587058,,
"FRA","France","B1_GE","Gross domestic product - expenditure approach","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","1998-Q4","Q4-1998","PC","Percentage","0","units",,,3.350905,,
"FRA","France","B1_GE","Gross domestic product - expenditure approach","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","1999-Q1","Q1-1999","PC","Percentage","0","units",,,3.119365,,
"FRA","France","B1_GE","Gross domestic product - expenditure approach","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","1999-Q2","Q2-1999","PC","Percentage","0","units",,,2.973443,,
"FRA","France","B1_GE","Gross domestic product - expenditure approach","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","1999-Q3","Q3-1999","PC","Percentage","0","units",,,3.373521,,
"FRA","France","B1_GE","Gross domestic product - expenditure approach","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","1999-Q4","Q4-1999","PC","Percentage","0","units",,,3.761434,,
